Time	I_src_A	I_src_B	I_src_C
1.81  	-0.00524881	-0.381108	0.386356
1.81005  	0.00171168	-0.384612	0.3829
1.8101  	0.00867174	-0.388021	0.379349
1.81015  	0.0156297	-0.391335	0.375705
1.8102  	0.0225837	-0.394552	0.371968
1.81025  	0.0295322	-0.397672	0.36814
1.8103  	0.0364735	-0.400693	0.36422
1.81035  	0.0434057	-0.403616	0.360211
1.8104  	0.0503272	-0.406439	0.356112
1.81045  	0.0572363	-0.409162	0.351926
1.8105  	0.0641312	-0.411784	0.347653
1.81055  	0.0710104	-0.414305	0.343294
1.8106  	0.077872	-0.416723	0.338851
1.81065  	0.0847144	-0.419038	0.334324
1.8107  	0.0915359	-0.42125	0.329714
1.81075  	0.0983348	-0.423358	0.325023
1.8108  	0.105109	-0.425361	0.320252
1.81085  	0.111858	-0.42726	0.315402
1.8109  	0.118579	-0.429053	0.310474
1.81095  	0.125271	-0.43074	0.305469
1.811  	0.131932	-0.432321	0.300389
1.81105  	0.138561	-0.433796	0.295235
1.8111  	0.145155	-0.435163	0.290008
1.81115  	0.151713	-0.436423	0.28471
1.8112  	0.158234	-0.437575	0.279341
1.81125  	0.164716	-0.43862	0.273904
1.8113  	0.171157	-0.439556	0.268398
1.81135  	0.177556	-0.440383	0.262827
1.8114  	0.183912	-0.441102	0.257191
1.81145  	0.190222	-0.441712	0.251491
1.8115  	0.196484	-0.442214	0.245729
1.81155  	0.202699	-0.442606	0.239907
1.8116  	0.208863	-0.442888	0.234025
1.81165  	0.214976	-0.443062	0.228086
1.8117  	0.221036	-0.443126	0.22209
1.81175  	0.227041	-0.443081	0.21604
1.8118  	0.232991	-0.442927	0.209936
1.81185  	0.238883	-0.442663	0.20378
1.8119  	0.244715	-0.44229	0.197575
1.81195  	0.250488	-0.441808	0.19132
1.812  	0.256199	-0.441217	0.185018
1.81205  	0.261846	-0.440517	0.178671
1.8121  	0.267429	-0.439708	0.172279
1.81215  	0.272946	-0.438791	0.165845
1.8122  	0.278395	-0.437766	0.15937
1.81225  	0.283776	-0.436632	0.152856
1.8123  	0.289087	-0.435391	0.146304
1.81235  	0.294327	-0.434043	0.139716
1.8124  	0.299494	-0.432587	0.133093
1.81245  	0.304587	-0.431025	0.126438
1.8125  	0.309604	-0.429356	0.119752
1.81255  	0.314546	-0.427581	0.113035
1.8126  	0.31941	-0.425701	0.106291
1.81265  	0.324195	-0.423716	0.0995211
1.8127  	0.3289	-0.421626	0.0927263
1.81275  	0.333524	-0.419432	0.0859087
1.8128  	0.338065	-0.417135	0.0790698
1.81285  	0.342523	-0.414735	0.0722114
1.8129  	0.346897	-0.412232	0.0653352
1.81295  	0.351185	-0.409628	0.0584429
1.813  	0.355387	-0.406923	0.0515361
1.81305  	0.3595	-0.404117	0.0446167
1.8131  	0.363525	-0.401212	0.0376862
1.81315  	0.367461	-0.398207	0.0307465
1.8132  	0.371305	-0.395105	0.0237991
1.81325  	0.375059	-0.391904	0.0168459
1.8133  	0.378719	-0.388608	0.00988852
1.81335  	0.382286	-0.385215	0.00292871
1.8134  	0.385759	-0.381727	-0.00403183
1.81345  	0.389137	-0.378145	-0.0109914
1.8135  	0.392418	-0.37447	-0.0179482
1.81355  	0.395603	-0.370702	-0.0249006
1.8136  	0.39869	-0.366843	-0.0318469
1.81365  	0.401679	-0.362893	-0.0387853
1.8137  	0.404568	-0.358854	-0.0457141
1.81375  	0.407358	-0.354727	-0.0526317
1.8138  	0.410048	-0.350511	-0.0595362
1.81385  	0.412636	-0.34621	-0.0664261
1.8139  	0.415122	-0.341822	-0.0732996
1.81395  	0.417506	-0.337351	-0.080155
1.814  	0.419787	-0.332796	-0.0869906
1.81405  	0.421964	-0.328159	-0.0938048
1.8141  	0.424037	-0.323442	-0.100596
1.81415  	0.426006	-0.318644	-0.107362
1.8142  	0.42787	-0.313768	-0.114102
1.81425  	0.429627	-0.308814	-0.120813
1.8143  	0.431279	-0.303784	-0.127495
1.81435  	0.432825	-0.29868	-0.134145
1.8144  	0.434264	-0.293501	-0.140762
1.81445  	0.435595	-0.28825	-0.147345
1.8145  	0.436819	-0.282928	-0.153891
1.81455  	0.437936	-0.277536	-0.160399
1.8146  	0.438944	-0.272076	-0.166868
1.81465  	0.439844	-0.266549	-0.173295
1.8147  	0.440635	-0.260955	-0.17968
1.81475  	0.441318	-0.255298	-0.18602
1.8148  	0.441892	-0.249577	-0.192314
1.81485  	0.442356	-0.243795	-0.198561
1.8149  	0.442712	-0.237953	-0.204759
1.81495  	0.442958	-0.232052	-0.210907
1.815  	0.443096	-0.226093	-0.217002
1.81505  	0.443123	-0.220079	-0.223044
1.8151  	0.443042	-0.214011	-0.229031
1.81515  	0.442851	-0.20789	-0.234961
1.8152  	0.442551	-0.201717	-0.240833
1.81525  	0.442141	-0.195495	-0.246646
1.8153  	0.441623	-0.189225	-0.252398
1.81535  	0.440996	-0.182907	-0.258088
1.8154  	0.440259	-0.176545	-0.263714
1.81545  	0.439415	-0.170139	-0.269275
1.8155  	0.438461	-0.163691	-0.27477
1.81555  	0.4374	-0.157203	-0.280197
1.8156  	0.436231	-0.150676	-0.285554
1.81565  	0.434954	-0.144112	-0.290842
1.8157  	0.433569	-0.137512	-0.296057
1.81575  	0.432078	-0.130879	-0.301199
1.8158  	0.43048	-0.124213	-0.306268
1.81585  	0.428776	-0.117516	-0.31126
1.8159  	0.426966	-0.11079	-0.316176
1.81595  	0.425051	-0.104037	-0.321013
1.816  	0.423031	-0.0972588	-0.325772
1.81605  	0.420906	-0.0904562	-0.33045
1.8161  	0.418678	-0.0836313	-0.335047
1.81615  	0.416346	-0.0767857	-0.339561
1.8162  	0.413912	-0.0699212	-0.343991
1.81625  	0.411376	-0.0630395	-0.348336
1.8163  	0.408738	-0.0561422	-0.352595
1.81635  	0.405999	-0.049231	-0.356768
1.8164  	0.40316	-0.0423077	-0.360852
1.81645  	0.400221	-0.0353739	-0.364847
1.8165  	0.397184	-0.0284314	-0.368752
1.81655  	0.394049	-0.0214819	-0.372567
1.8166  	0.390816	-0.0145272	-0.376289
1.81665  	0.387487	-0.00756877	-0.379918
1.8167  	0.384063	-0.000608522	-0.383454
1.81675  	0.380544	0.00635188	-0.386895
1.8168  	0.37693	0.0133107	-0.390241
1.81685  	0.373224	0.0202663	-0.39349
1.8169  	0.369426	0.0272168	-0.396643
1.81695  	0.365537	0.0341606	-0.399697
1.817  	0.361557	0.041096	-0.402653
1.81705  	0.357488	0.0480213	-0.405509
1.8171  	0.353331	0.0549347	-0.408266
1.81715  	0.349087	0.0618346	-0.410922
1.8172  	0.344757	0.0687192	-0.413476
1.81725  	0.340341	0.0755868	-0.415928
1.8173  	0.335842	0.0824358	-0.418278
1.81735  	0.33126	0.0892645	-0.420524
1.8174  	0.326596	0.0960711	-0.422667
1.81745  	0.321851	0.102854	-0.424705
1.8175  	0.317027	0.109612	-0.426639
1.81755  	0.312125	0.116342	-0.428467
1.8176  	0.307146	0.123044	-0.43019
1.81765  	0.302091	0.129715	-0.431806
1.8177  	0.296962	0.136355	-0.433316
1.81775  	0.291759	0.142961	-0.434719
1.8178  	0.286484	0.149531	-0.436015
1.81785  	0.281139	0.156065	-0.437203
1.8179  	0.275724	0.16256	-0.438284
1.81795  	0.270241	0.169015	-0.439256
1.818  	0.264691	0.175428	-0.440119
1.81805  	0.259077	0.181798	-0.440875
1.8181  	0.253398	0.188123	-0.441521
1.81815  	0.247657	0.194402	-0.442059
1.8182  	0.241854	0.200633	-0.442487
1.81825  	0.235992	0.206814	-0.442806
1.8183  	0.230072	0.212944	-0.443016
1.81835  	0.224095	0.219022	-0.443117
1.8184  	0.218062	0.225046	-0.443108
1.81845  	0.211976	0.231014	-0.44299
1.8185  	0.205838	0.236925	-0.442763
1.81855  	0.199649	0.242778	-0.442426
1.8186  	0.19341	0.248571	-0.441981
1.81865  	0.187124	0.254302	-0.441426
1.8187  	0.180792	0.259971	-0.440762
1.81875  	0.174415	0.265575	-0.43999
1.8188  	0.167995	0.271114	-0.439109
1.81885  	0.161533	0.276586	-0.43812
1.8189  	0.155032	0.28199	-0.437022
1.81895  	0.148492	0.287325	-0.435817
1.819  	0.141916	0.292588	-0.434504
1.81905  	0.135305	0.297779	-0.433084
1.8191  	0.12866	0.302897	-0.431557
1.81915  	0.121984	0.30794	-0.429924
1.8192  	0.115277	0.312907	-0.428184
1.81925  	0.108542	0.317797	-0.426339
1.8193  	0.101781	0.322608	-0.424389
1.81935  	0.0949939	0.32734	-0.422334
1.8194  	0.0881837	0.331991	-0.420175
1.81945  	0.0813517	0.336561	-0.417912
1.8195  	0.0744996	0.341047	-0.415546
1.81955  	0.0676292	0.345449	-0.413078
1.8196  	0.060742	0.349765	-0.410507
1.81965  	0.0538399	0.353996	-0.407836
1.8197  	0.0469245	0.358139	-0.405063
1.81975  	0.0399975	0.362194	-0.402191
1.8198  	0.0330607	0.366159	-0.39922
1.81985  	0.0261156	0.370034	-0.39615
1.8199  	0.0191642	0.373818	-0.392982
1.81995  	0.012208	0.377509	-0.389717
1.82  	0.00524881	0.381108	-0.386356
1.82005  	-0.00171168	0.384612	-0.3829
1.8201  	-0.00867174	0.388021	-0.379349
1.82015  	-0.0156297	0.391335	-0.375705
1.8202  	-0.0225837	0.394552	-0.371968
1.82025  	-0.0295322	0.397672	-0.36814
1.8203  	-0.0364735	0.400693	-0.36422
1.82035  	-0.0434057	0.403616	-0.360211
1.8204  	-0.0503272	0.406439	-0.356112
1.82045  	-0.0572363	0.409162	-0.351926
1.8205  	-0.0641312	0.411784	-0.347653
1.82055  	-0.0710104	0.414305	-0.343294
1.8206  	-0.077872	0.416723	-0.338851
1.82065  	-0.0847144	0.419038	-0.334324
1.8207  	-0.0915359	0.42125	-0.329714
1.82075  	-0.0983348	0.423358	-0.325023
1.8208  	-0.105109	0.425361	-0.320252
1.82085  	-0.111858	0.42726	-0.315402
1.8209  	-0.118579	0.429053	-0.310474
1.82095  	-0.125271	0.43074	-0.305469
1.821  	-0.131932	0.432321	-0.300389
1.82105  	-0.138561	0.433796	-0.295235
1.8211  	-0.145155	0.435163	-0.290008
1.82115  	-0.151713	0.436423	-0.28471
1.8212  	-0.158234	0.437575	-0.279341
1.82125  	-0.164716	0.43862	-0.273904
1.8213  	-0.171157	0.439556	-0.268398
1.82135  	-0.177556	0.440383	-0.262827
1.8214  	-0.183912	0.441102	-0.257191
1.82145  	-0.190222	0.441712	-0.251491
1.8215  	-0.196484	0.442214	-0.245729
1.82155  	-0.202699	0.442606	-0.239907
1.8216  	-0.208863	0.442888	-0.234025
1.82165  	-0.214976	0.443062	-0.228086
1.8217  	-0.221036	0.443126	-0.22209
1.82175  	-0.227041	0.443081	-0.21604
1.8218  	-0.232991	0.442927	-0.209936
1.82185  	-0.238883	0.442663	-0.20378
1.8219  	-0.244715	0.44229	-0.197575
1.82195  	-0.250488	0.441808	-0.19132
1.822  	-0.256199	0.441217	-0.185018
1.82205  	-0.261846	0.440517	-0.178671
1.8221  	-0.267429	0.439708	-0.172279
1.82215  	-0.272946	0.438791	-0.165845
1.8222  	-0.278395	0.437766	-0.15937
1.82225  	-0.283776	0.436632	-0.152856
1.8223  	-0.289087	0.435391	-0.146304
1.82235  	-0.294327	0.434043	-0.139716
1.8224  	-0.299494	0.432587	-0.133093
1.82245  	-0.304587	0.431025	-0.126438
1.8225  	-0.309604	0.429356	-0.119752
1.82255  	-0.314546	0.427581	-0.113035
1.8226  	-0.31941	0.425701	-0.106291
1.82265  	-0.324195	0.423716	-0.0995211
1.8227  	-0.3289	0.421626	-0.0927263
1.82275  	-0.333524	0.419432	-0.0859087
1.8228  	-0.338065	0.417135	-0.0790698
1.82285  	-0.342523	0.414735	-0.0722114
1.8229  	-0.346897	0.412232	-0.0653352
1.82295  	-0.351185	0.409628	-0.0584429
1.823  	-0.355387	0.406923	-0.0515361
1.82305  	-0.3595	0.404117	-0.0446167
1.8231  	-0.363525	0.401212	-0.0376862
1.82315  	-0.367461	0.398207	-0.0307465
1.8232  	-0.371305	0.395105	-0.0237991
1.82325  	-0.375059	0.391904	-0.0168459
1.8233  	-0.378719	0.388608	-0.00988852
1.82335  	-0.382286	0.385215	-0.00292871
1.8234  	-0.385759	0.381727	0.00403183
1.82345  	-0.389137	0.378145	0.0109914
1.8235  	-0.392418	0.37447	0.0179482
1.82355  	-0.395603	0.370702	0.0249006
1.8236  	-0.39869	0.366843	0.0318469
1.82365  	-0.401679	0.362893	0.0387853
1.8237  	-0.404568	0.358854	0.0457141
1.82375  	-0.407358	0.354727	0.0526317
1.8238  	-0.410048	0.350511	0.0595362
1.82385  	-0.412636	0.34621	0.0664261
1.8239  	-0.415122	0.341822	0.0732996
1.82395  	-0.417506	0.337351	0.080155
1.824  	-0.419787	0.332796	0.0869906
1.82405  	-0.421964	0.328159	0.0938048
1.8241  	-0.424037	0.323442	0.100596
1.82415  	-0.426006	0.318644	0.107362
1.8242  	-0.42787	0.313768	0.114102
1.82425  	-0.429627	0.308814	0.120813
1.8243  	-0.431279	0.303784	0.127495
1.82435  	-0.432825	0.29868	0.134145
1.8244  	-0.434264	0.293501	0.140762
1.82445  	-0.435595	0.28825	0.147345
1.8245  	-0.436819	0.282928	0.153891
1.82455  	-0.437936	0.277536	0.160399
1.8246  	-0.438944	0.272076	0.166868
1.82465  	-0.439844	0.266549	0.173295
1.8247  	-0.440635	0.260955	0.17968
1.82475  	-0.441318	0.255298	0.18602
1.8248  	-0.441892	0.249577	0.192314
1.82485  	-0.442356	0.243795	0.198561
1.8249  	-0.442712	0.237953	0.204759
1.82495  	-0.442958	0.232052	0.210907
1.825  	-0.443096	0.226093	0.217002
1.82505  	-0.443123	0.220079	0.223044
1.8251  	-0.443042	0.214011	0.229031
1.82515  	-0.442851	0.20789	0.234961
1.8252  	-0.442551	0.201717	0.240833
1.82525  	-0.442141	0.195495	0.246646
1.8253  	-0.441623	0.189225	0.252398
1.82535  	-0.440996	0.182907	0.258088
1.8254  	-0.440259	0.176545	0.263714
1.82545  	-0.439415	0.170139	0.269275
1.8255  	-0.438461	0.163691	0.27477
1.82555  	-0.4374	0.157203	0.280197
1.8256  	-0.436231	0.150676	0.285554
1.82565  	-0.434954	0.144112	0.290842
1.8257  	-0.433569	0.137512	0.296057
1.82575  	-0.432078	0.130879	0.301199
1.8258  	-0.43048	0.124213	0.306268
1.82585  	-0.428776	0.117516	0.31126
1.8259  	-0.426966	0.11079	0.316176
1.82595  	-0.425051	0.104037	0.321013
1.826  	-0.423031	0.0972588	0.325772
1.82605  	-0.420906	0.0904562	0.33045
1.8261  	-0.418678	0.0836313	0.335047
1.82615  	-0.416346	0.0767857	0.339561
1.8262  	-0.413912	0.0699212	0.343991
1.82625  	-0.411376	0.0630395	0.348336
1.8263  	-0.408738	0.0561422	0.352595
1.82635  	-0.405999	0.049231	0.356768
1.8264  	-0.40316	0.0423077	0.360852
1.82645  	-0.400221	0.0353739	0.364847
1.8265  	-0.397184	0.0284314	0.368752
1.82655  	-0.394049	0.0214819	0.372567
1.8266  	-0.390816	0.0145272	0.376289
1.82665  	-0.387487	0.00756877	0.379918
1.8267  	-0.384063	0.000608522	0.383454
1.82675  	-0.380544	-0.00635188	0.386895
1.8268  	-0.37693	-0.0133107	0.390241
1.82685  	-0.373224	-0.0202663	0.39349
1.8269  	-0.369426	-0.0272168	0.396643
1.82695  	-0.365537	-0.0341606	0.399697
1.827  	-0.361557	-0.041096	0.402653
1.82705  	-0.357488	-0.0480213	0.405509
1.8271  	-0.353331	-0.0549347	0.408266
1.82715  	-0.349087	-0.0618346	0.410922
1.8272  	-0.344757	-0.0687192	0.413476
1.82725  	-0.340341	-0.0755868	0.415928
1.8273  	-0.335842	-0.0824358	0.418278
1.82735  	-0.33126	-0.0892645	0.420524
1.8274  	-0.326596	-0.0960711	0.422667
1.82745  	-0.321851	-0.102854	0.424705
1.8275  	-0.317027	-0.109612	0.426639
1.82755  	-0.312125	-0.116342	0.428467
1.8276  	-0.307146	-0.123044	0.43019
1.82765  	-0.302091	-0.129715	0.431806
1.8277  	-0.296962	-0.136355	0.433316
1.82775  	-0.291759	-0.142961	0.434719
1.8278  	-0.286484	-0.149531	0.436015
1.82785  	-0.281139	-0.156065	0.437203
1.8279  	-0.275724	-0.16256	0.438284
1.82795  	-0.270241	-0.169015	0.439256
1.828  	-0.264691	-0.175428	0.440119
1.82805  	-0.259077	-0.181798	0.440875
1.8281  	-0.253398	-0.188123	0.441521
1.82815  	-0.247657	-0.194402	0.442059
1.8282  	-0.241854	-0.200633	0.442487
1.82825  	-0.235992	-0.206814	0.442806
1.8283  	-0.230072	-0.212944	0.443016
1.82835  	-0.224095	-0.219022	0.443117
1.8284  	-0.218062	-0.225046	0.443108
1.82845  	-0.211976	-0.231014	0.44299
1.8285  	-0.205838	-0.236925	0.442763
1.82855  	-0.199649	-0.242778	0.442426
1.8286  	-0.19341	-0.248571	0.441981
1.82865  	-0.187124	-0.254302	0.441426
1.8287  	-0.180792	-0.259971	0.440762
1.82875  	-0.174415	-0.265575	0.43999
1.8288  	-0.167995	-0.271114	0.439109
1.82885  	-0.161533	-0.276586	0.43812
1.8289  	-0.155032	-0.28199	0.437022
1.82895  	-0.148492	-0.287325	0.435817
1.829  	-0.141916	-0.292588	0.434504
1.82905  	-0.135305	-0.297779	0.433084
1.8291  	-0.12866	-0.302897	0.431557
1.82915  	-0.121984	-0.30794	0.429924
1.8292  	-0.115277	-0.312907	0.428184
1.82925  	-0.108542	-0.317797	0.426339
1.8293  	-0.101781	-0.322608	0.424389
1.82935  	-0.0949939	-0.32734	0.422334
1.8294  	-0.0881837	-0.331991	0.420175
1.82945  	-0.0813517	-0.336561	0.417912
1.8295  	-0.0744996	-0.341047	0.415546
1.82955  	-0.0676292	-0.345449	0.413078
1.8296  	-0.060742	-0.349765	0.410507
1.82965  	-0.0538399	-0.353996	0.407836
1.8297  	-0.0469245	-0.358139	0.405063
1.82975  	-0.0399975	-0.362194	0.402191
1.8298  	-0.0330607	-0.366159	0.39922
1.82985  	-0.0261156	-0.370034	0.39615
1.8299  	-0.0191642	-0.373818	0.392982
1.82995  	-0.012208	-0.377509	0.389717
1.83  	-0.00524881	-0.381108	0.386356
1.83005  	0.00171168	-0.384612	0.3829
1.8301  	0.00867174	-0.388021	0.379349
1.83015  	0.0156297	-0.391335	0.375705
1.8302  	0.0225837	-0.394552	0.371968
1.83025  	0.0295322	-0.397672	0.36814
1.8303  	0.0364735	-0.400693	0.36422
1.83035  	0.0434057	-0.403616	0.360211
1.8304  	0.0503272	-0.406439	0.356112
1.83045  	0.0572363	-0.409162	0.351926
1.8305  	0.0641312	-0.411784	0.347653
1.83055  	0.0710104	-0.414305	0.343294
1.8306  	0.077872	-0.416723	0.338851
1.83065  	0.0847144	-0.419038	0.334324
1.8307  	0.0915359	-0.42125	0.329714
1.83075  	0.0983348	-0.423358	0.325023
1.8308  	0.105109	-0.425361	0.320252
1.83085  	0.111858	-0.42726	0.315402
1.8309  	0.118579	-0.429053	0.310474
1.83095  	0.125271	-0.43074	0.305469
1.831  	0.131932	-0.432321	0.300389
1.83105  	0.138561	-0.433796	0.295235
1.8311  	0.145155	-0.435163	0.290008
1.83115  	0.151713	-0.436423	0.28471
1.8312  	0.158234	-0.437575	0.279341
1.83125  	0.164716	-0.43862	0.273904
1.8313  	0.171157	-0.439556	0.268398
1.83135  	0.177556	-0.440383	0.262827
1.8314  	0.183912	-0.441102	0.257191
1.83145  	0.190222	-0.441712	0.251491
1.8315  	0.196484	-0.442214	0.245729
1.83155  	0.202699	-0.442606	0.239907
1.8316  	0.208863	-0.442888	0.234025
1.83165  	0.214976	-0.443062	0.228086
1.8317  	0.221036	-0.443126	0.22209
1.83175  	0.227041	-0.443081	0.21604
1.8318  	0.232991	-0.442927	0.209936
1.83185  	0.238883	-0.442663	0.20378
1.8319  	0.244715	-0.44229	0.197575
1.83195  	0.250488	-0.441808	0.19132
1.832  	0.256199	-0.441217	0.185018
1.83205  	0.261846	-0.440517	0.178671
1.8321  	0.267429	-0.439708	0.172279
1.83215  	0.272946	-0.438791	0.165845
1.8322  	0.278395	-0.437766	0.15937
1.83225  	0.283776	-0.436632	0.152856
1.8323  	0.289087	-0.435391	0.146304
1.83235  	0.294327	-0.434043	0.139716
1.8324  	0.299494	-0.432587	0.133093
1.83245  	0.304587	-0.431025	0.126438
1.8325  	0.309604	-0.429356	0.119752
1.83255  	0.314546	-0.427581	0.113035
1.8326  	0.31941	-0.425701	0.106291
1.83265  	0.324195	-0.423716	0.0995211
1.8327  	0.3289	-0.421626	0.0927263
1.83275  	0.333524	-0.419432	0.0859087
1.8328  	0.338065	-0.417135	0.0790698
1.83285  	0.342523	-0.414735	0.0722114
1.8329  	0.346897	-0.412232	0.0653352
1.83295  	0.351185	-0.409628	0.0584429
1.833  	0.355387	-0.406923	0.0515361
1.83305  	0.3595	-0.404117	0.0446167
1.8331  	0.363525	-0.401212	0.0376862
1.83315  	0.367461	-0.398207	0.0307465
1.8332  	0.371305	-0.395105	0.0237991
1.83325  	0.375059	-0.391904	0.0168459
1.8333  	0.378719	-0.388608	0.00988852
1.83335  	0.382286	-0.385215	0.00292871
1.8334  	0.385759	-0.381727	-0.00403183
1.83345  	0.389137	-0.378145	-0.0109914
1.8335  	0.392418	-0.37447	-0.0179482
1.83355  	0.395603	-0.370702	-0.0249006
1.8336  	0.39869	-0.366843	-0.0318469
1.83365  	0.401679	-0.362893	-0.0387853
1.8337  	0.404568	-0.358854	-0.0457141
1.83375  	0.407358	-0.354727	-0.0526317
1.8338  	0.410048	-0.350511	-0.0595362
1.83385  	0.412636	-0.34621	-0.0664261
1.8339  	0.415122	-0.341822	-0.0732996
1.83395  	0.417506	-0.337351	-0.080155
1.834  	0.419787	-0.332796	-0.0869906
1.83405  	0.421964	-0.328159	-0.0938048
1.8341  	0.424037	-0.323442	-0.100596
1.83415  	0.426006	-0.318644	-0.107362
1.8342  	0.42787	-0.313768	-0.114102
1.83425  	0.429627	-0.308814	-0.120813
1.8343  	0.431279	-0.303784	-0.127495
1.83435  	0.432825	-0.29868	-0.134145
1.8344  	0.434264	-0.293501	-0.140762
1.83445  	0.435595	-0.28825	-0.147345
1.8345  	0.436819	-0.282928	-0.153891
1.83455  	0.437936	-0.277536	-0.160399
1.8346  	0.438944	-0.272076	-0.166868
1.83465  	0.439844	-0.266549	-0.173295
1.8347  	0.440635	-0.260955	-0.17968
1.83475  	0.441318	-0.255298	-0.18602
1.8348  	0.441892	-0.249577	-0.192314
1.83485  	0.442356	-0.243795	-0.198561
1.8349  	0.442712	-0.237953	-0.204759
1.83495  	0.442958	-0.232052	-0.210907
1.835  	0.443096	-0.226093	-0.217002
1.83505  	0.443123	-0.220079	-0.223044
1.8351  	0.443042	-0.214011	-0.229031
1.83515  	0.442851	-0.20789	-0.234961
1.8352  	0.442551	-0.201717	-0.240833
1.83525  	0.442141	-0.195495	-0.246646
1.8353  	0.441623	-0.189225	-0.252398
1.83535  	0.440996	-0.182907	-0.258088
1.8354  	0.440259	-0.176545	-0.263714
1.83545  	0.439415	-0.170139	-0.269275
1.8355  	0.438461	-0.163691	-0.27477
1.83555  	0.4374	-0.157203	-0.280197
1.8356  	0.436231	-0.150676	-0.285554
1.83565  	0.434954	-0.144112	-0.290842
1.8357  	0.433569	-0.137512	-0.296057
1.83575  	0.432078	-0.130879	-0.301199
1.8358  	0.43048	-0.124213	-0.306268
1.83585  	0.428776	-0.117516	-0.31126
1.8359  	0.426966	-0.11079	-0.316176
1.83595  	0.425051	-0.104037	-0.321013
1.836  	0.423031	-0.0972588	-0.325772
1.83605  	0.420906	-0.0904562	-0.33045
1.8361  	0.418678	-0.0836313	-0.335047
1.83615  	0.416346	-0.0767857	-0.339561
1.8362  	0.413912	-0.0699212	-0.343991
1.83625  	0.411376	-0.0630395	-0.348336
1.8363  	0.408738	-0.0561422	-0.352595
1.83635  	0.405999	-0.049231	-0.356768
1.8364  	0.40316	-0.0423077	-0.360852
1.83645  	0.400221	-0.0353739	-0.364847
1.8365  	0.397184	-0.0284314	-0.368752
1.83655  	0.394049	-0.0214819	-0.372567
1.8366  	0.390816	-0.0145272	-0.376289
1.83665  	0.387487	-0.00756877	-0.379918
1.8367  	0.384063	-0.000608522	-0.383454
1.83675  	0.380544	0.00635188	-0.386895
1.8368  	0.37693	0.0133107	-0.390241
1.83685  	0.373224	0.0202663	-0.39349
1.8369  	0.369426	0.0272168	-0.396643
1.83695  	0.365537	0.0341606	-0.399697
1.837  	0.361557	0.041096	-0.402653
1.83705  	0.357488	0.0480213	-0.405509
1.8371  	0.353331	0.0549347	-0.408266
1.83715  	0.349087	0.0618346	-0.410922
1.8372  	0.344757	0.0687192	-0.413476
1.83725  	0.340341	0.0755868	-0.415928
1.8373  	0.335842	0.0824358	-0.418278
1.83735  	0.33126	0.0892645	-0.420524
1.8374  	0.326596	0.0960711	-0.422667
1.83745  	0.321851	0.102854	-0.424705
1.8375  	0.317027	0.109612	-0.426639
1.83755  	0.312125	0.116342	-0.428467
1.8376  	0.307146	0.123044	-0.43019
1.83765  	0.302091	0.129715	-0.431806
1.8377  	0.296962	0.136355	-0.433316
1.83775  	0.291759	0.142961	-0.434719
1.8378  	0.286484	0.149531	-0.436015
1.83785  	0.281139	0.156065	-0.437203
1.8379  	0.275724	0.16256	-0.438284
1.83795  	0.270241	0.169015	-0.439256
1.838  	0.264691	0.175428	-0.440119
1.83805  	0.259077	0.181798	-0.440875
1.8381  	0.253398	0.188123	-0.441521
1.83815  	0.247657	0.194402	-0.442059
1.8382  	0.241854	0.200633	-0.442487
1.83825  	0.235992	0.206814	-0.442806
1.8383  	0.230072	0.212944	-0.443016
1.83835  	0.224095	0.219022	-0.443117
1.8384  	0.218062	0.225046	-0.443108
1.83845  	0.211976	0.231014	-0.44299
1.8385  	0.205838	0.236925	-0.442763
1.83855  	0.199649	0.242778	-0.442426
1.8386  	0.19341	0.248571	-0.441981
1.83865  	0.187124	0.254302	-0.441426
1.8387  	0.180792	0.259971	-0.440762
1.83875  	0.174415	0.265575	-0.43999
1.8388  	0.167995	0.271114	-0.439109
1.83885  	0.161533	0.276586	-0.43812
1.8389  	0.155032	0.28199	-0.437022
1.83895  	0.148492	0.287325	-0.435817
1.839  	0.141916	0.292588	-0.434504
1.83905  	0.135305	0.297779	-0.433084
1.8391  	0.12866	0.302897	-0.431557
1.83915  	0.121984	0.30794	-0.429924
1.8392  	0.115277	0.312907	-0.428184
1.83925  	0.108542	0.317797	-0.426339
1.8393  	0.101781	0.322608	-0.424389
1.83935  	0.0949939	0.32734	-0.422334
1.8394  	0.0881837	0.331991	-0.420175
1.83945  	0.0813517	0.336561	-0.417912
1.8395  	0.0744996	0.341047	-0.415546
1.83955  	0.0676292	0.345449	-0.413078
1.8396  	0.060742	0.349765	-0.410507
1.83965  	0.0538399	0.353996	-0.407836
1.8397  	0.0469245	0.358139	-0.405063
1.83975  	0.0399975	0.362194	-0.402191
1.8398  	0.0330607	0.366159	-0.39922
1.83985  	0.0261156	0.370034	-0.39615
1.8399  	0.0191642	0.373818	-0.392982
1.83995  	0.012208	0.377509	-0.389717
1.84  	0.00524881	0.381108	-0.386356
1.84005  	-0.00171168	0.384612	-0.3829
1.8401  	-0.00867174	0.388021	-0.379349
1.84015  	-0.0156297	0.391335	-0.375705
1.8402  	-0.0225837	0.394552	-0.371968
1.84025  	-0.0295322	0.397672	-0.36814
1.8403  	-0.0364735	0.400693	-0.36422
1.84035  	-0.0434057	0.403616	-0.360211
1.8404  	-0.0503272	0.406439	-0.356112
1.84045  	-0.0572363	0.409162	-0.351926
1.8405  	-0.0641312	0.411784	-0.347653
1.84055  	-0.0710104	0.414305	-0.343294
