Time	I_src_A	I_src_B	I_src_C
1  	0.00524839	0.381093	-0.386342
1.00005  	-0.00171177	0.384608	-0.382897
1.0001  	-0.00867176	0.38802	-0.379349
1.00015  	-0.0156297	0.391335	-0.375705
1.0002  	-0.0225837	0.394552	-0.371968
1.00025  	-0.0295322	0.397672	-0.36814
1.0003  	-0.0364735	0.400693	-0.36422
1.00035  	-0.0434057	0.403616	-0.36021
1.0004  	-0.0503272	0.40644	-0.356112
1.00045  	-0.0572363	0.409162	-0.351926
1.0005  	-0.0641312	0.411784	-0.347653
1.00055  	-0.0710104	0.414305	-0.343294
1.0006  	-0.077872	0.416723	-0.338851
1.00065  	-0.0847144	0.419038	-0.334324
1.0007  	-0.0915359	0.42125	-0.329714
1.00075  	-0.0983348	0.423358	-0.325023
1.0008  	-0.105109	0.425361	-0.320252
1.00085  	-0.111858	0.42726	-0.315402
1.0009  	-0.118579	0.429053	-0.310474
1.00095  	-0.125271	0.43074	-0.305469
1.001  	-0.131932	0.432322	-0.300389
1.00105  	-0.138561	0.433796	-0.295235
1.0011  	-0.145155	0.435163	-0.290008
1.00115  	-0.151713	0.436423	-0.28471
1.0012  	-0.158234	0.437575	-0.279341
1.00125  	-0.164716	0.43862	-0.273904
1.0013  	-0.171157	0.439556	-0.268398
1.00135  	-0.177556	0.440383	-0.262827
1.0014  	-0.183912	0.441102	-0.257191
1.00145  	-0.190222	0.441712	-0.251491
1.0015  	-0.196484	0.442214	-0.245729
1.00155  	-0.202699	0.442606	-0.239907
1.0016  	-0.208863	0.442888	-0.234025
1.00165  	-0.214976	0.443062	-0.228086
1.0017  	-0.221036	0.443126	-0.22209
1.00175  	-0.227041	0.443081	-0.21604
1.0018  	-0.232991	0.442927	-0.209936
1.00185  	-0.238883	0.442663	-0.20378
1.0019  	-0.244715	0.44229	-0.197575
1.00195  	-0.250488	0.441808	-0.19132
1.002  	-0.256199	0.441217	-0.185018
1.00205  	-0.261846	0.440517	-0.178671
1.0021  	-0.267429	0.439708	-0.172279
1.00215  	-0.272946	0.438791	-0.165845
1.0022  	-0.278395	0.437766	-0.15937
1.00225  	-0.283776	0.436632	-0.152856
1.0023  	-0.289087	0.435391	-0.146304
1.00235  	-0.294327	0.434043	-0.139716
1.0024  	-0.299494	0.432587	-0.133093
1.00245  	-0.304587	0.431025	-0.126438
1.0025  	-0.309604	0.429356	-0.119752
1.00255  	-0.314546	0.427581	-0.113035
1.0026  	-0.31941	0.425701	-0.106291
1.00265  	-0.324195	0.423716	-0.0995211
1.0027  	-0.3289	0.421626	-0.0927263
1.00275  	-0.333524	0.419432	-0.0859087
1.0028  	-0.338065	0.417135	-0.0790698
1.00285  	-0.342523	0.414735	-0.0722114
1.0029  	-0.346897	0.412232	-0.0653352
1.00295  	-0.351185	0.409628	-0.0584429
1.003  	-0.355387	0.406923	-0.0515362
1.00305  	-0.3595	0.404117	-0.0446167
1.0031  	-0.363525	0.401212	-0.0376862
1.00315  	-0.367461	0.398207	-0.0307465
1.0032  	-0.371305	0.395105	-0.0237991
1.00325  	-0.375059	0.391904	-0.0168459
1.0033  	-0.378719	0.388608	-0.00988852
1.00335  	-0.382286	0.385215	-0.00292871
1.0034  	-0.385759	0.381727	0.00403183
1.00345  	-0.389137	0.378145	0.0109914
1.0035  	-0.392418	0.37447	0.0179482
1.00355  	-0.395603	0.370702	0.0249006
1.0036  	-0.39869	0.366843	0.0318469
1.00365  	-0.401679	0.362893	0.0387853
1.0037  	-0.404568	0.358854	0.0457141
1.00375  	-0.407358	0.354727	0.0526317
1.0038  	-0.410048	0.350511	0.0595362
1.00385  	-0.412636	0.34621	0.0664261
1.0039  	-0.415122	0.341822	0.0732996
1.00395  	-0.417506	0.337351	0.080155
1.004  	-0.419787	0.332796	0.0869906
1.00405  	-0.421964	0.328159	0.0938048
1.0041  	-0.424037	0.323442	0.100596
1.00415  	-0.426006	0.318644	0.107362
1.0042  	-0.42787	0.313768	0.114102
1.00425  	-0.429627	0.308814	0.120813
1.0043  	-0.431279	0.303784	0.127495
1.00435  	-0.432825	0.29868	0.134145
1.0044  	-0.434264	0.293501	0.140762
1.00445  	-0.435595	0.28825	0.147345
1.0045  	-0.436819	0.282928	0.153891
1.00455  	-0.437936	0.277536	0.160399
1.0046  	-0.438944	0.272076	0.166868
1.00465  	-0.439844	0.266549	0.173295
1.0047  	-0.440635	0.260955	0.17968
1.00475  	-0.441318	0.255298	0.18602
1.0048  	-0.441892	0.249577	0.192314
1.00485  	-0.442356	0.243795	0.198561
1.0049  	-0.442712	0.237953	0.204759
1.00495  	-0.442958	0.232052	0.210907
1.005  	-0.443096	0.226093	0.217002
1.00505  	-0.443123	0.220079	0.223044
1.0051  	-0.443042	0.214011	0.229031
1.00515  	-0.442851	0.20789	0.234961
1.0052  	-0.442551	0.201717	0.240833
1.00525  	-0.442141	0.195495	0.246646
1.0053  	-0.441623	0.189225	0.252398
1.00535  	-0.440996	0.182907	0.258088
1.0054  	-0.440259	0.176545	0.263714
1.00545  	-0.439415	0.170139	0.269275
1.0055  	-0.438461	0.163691	0.27477
1.00555  	-0.4374	0.157203	0.280197
1.0056  	-0.436231	0.150676	0.285554
1.00565  	-0.434954	0.144112	0.290842
1.0057  	-0.433569	0.137512	0.296057
1.00575  	-0.432078	0.130879	0.301199
1.0058  	-0.43048	0.124213	0.306268
1.00585  	-0.428776	0.117516	0.31126
1.0059  	-0.426966	0.11079	0.316176
1.00595  	-0.425051	0.104037	0.321013
1.006  	-0.423031	0.0972588	0.325772
1.00605  	-0.420906	0.0904562	0.33045
1.0061  	-0.418678	0.0836313	0.335047
1.00615  	-0.416346	0.0767857	0.339561
1.0062  	-0.413912	0.0699212	0.343991
1.00625  	-0.411376	0.0630395	0.348336
1.0063  	-0.408738	0.0561422	0.352595
1.00635  	-0.405999	0.049231	0.356768
1.0064  	-0.40316	0.0423077	0.360852
1.00645  	-0.400221	0.0353739	0.364847
1.0065  	-0.397184	0.0284314	0.368752
1.00655  	-0.394049	0.0214819	0.372567
1.0066  	-0.390816	0.0145272	0.376289
1.00665  	-0.387487	0.00756877	0.379918
1.0067  	-0.384063	0.000608522	0.383454
1.00675  	-0.380544	-0.00635188	0.386895
1.0068  	-0.37693	-0.0133107	0.390241
1.00685  	-0.373224	-0.0202663	0.39349
1.0069  	-0.369426	-0.0272168	0.396643
1.00695  	-0.365537	-0.0341606	0.399697
1.007  	-0.361557	-0.041096	0.402653
1.00705  	-0.357488	-0.0480213	0.405509
1.0071  	-0.353331	-0.0549347	0.408266
1.00715  	-0.349087	-0.0618346	0.410922
1.0072  	-0.344757	-0.0687192	0.413476
1.00725  	-0.340341	-0.0755868	0.415928
1.0073  	-0.335842	-0.0824358	0.418278
1.00735  	-0.33126	-0.0892645	0.420524
1.0074  	-0.326596	-0.0960711	0.422667
1.00745  	-0.321851	-0.102854	0.424705
1.0075  	-0.317027	-0.109612	0.426639
1.00755  	-0.312125	-0.116342	0.428467
1.0076  	-0.307146	-0.123044	0.43019
1.00765  	-0.302091	-0.129715	0.431806
1.0077  	-0.296962	-0.136355	0.433316
1.00775  	-0.291759	-0.142961	0.434719
1.0078  	-0.286484	-0.149531	0.436015
1.00785  	-0.281139	-0.156065	0.437203
1.0079  	-0.275724	-0.16256	0.438284
1.00795  	-0.270241	-0.169015	0.439256
1.008  	-0.264691	-0.175428	0.440119
1.00805  	-0.259077	-0.181798	0.440875
1.0081  	-0.253398	-0.188123	0.441521
1.00815  	-0.247657	-0.194402	0.442059
1.0082  	-0.241854	-0.200633	0.442487
1.00825  	-0.235992	-0.206814	0.442806
1.0083  	-0.230072	-0.212944	0.443016
1.00835  	-0.224095	-0.219022	0.443117
1.0084  	-0.218062	-0.225046	0.443108
1.00845  	-0.211976	-0.231014	0.44299
1.0085  	-0.205838	-0.236925	0.442763
1.00855  	-0.199649	-0.242778	0.442426
1.0086  	-0.19341	-0.248571	0.441981
1.00865  	-0.187124	-0.254302	0.441426
1.0087  	-0.180792	-0.259971	0.440762
1.00875  	-0.174415	-0.265575	0.43999
1.0088  	-0.167995	-0.271114	0.439109
1.00885  	-0.161533	-0.276586	0.43812
1.0089  	-0.155032	-0.28199	0.437022
1.00895  	-0.148492	-0.287325	0.435817
1.009  	-0.141916	-0.292588	0.434504
1.00905  	-0.135305	-0.297779	0.433084
1.0091  	-0.12866	-0.302897	0.431557
1.00915  	-0.121984	-0.30794	0.429924
1.0092  	-0.115277	-0.312907	0.428184
1.00925  	-0.108542	-0.317797	0.426339
1.0093  	-0.101781	-0.322608	0.424389
1.00935  	-0.0949939	-0.32734	0.422334
