Time	voltage_A	voltage_B	voltage_C
2.24275	1.68592e-06	-84.0482	18.306
2.2428	-2.05938e-06	-83.5942	16.9236
2.24285	1.69244e-06	-83.1195	15.537
2.2429	-2.05276e-06	-82.6244	14.1466
2.24295	1.69913e-06	-82.1089	12.7527
2.243	-2.04597e-06	-81.5731	11.3556
2.24305	1.706e-06	-81.0172	9.95574
2.2431	-2.039e-06	-80.4413	8.55342
2.24315	1.71303e-06	-79.8456	7.149
2.2432	-2.03187e-06	-79.2301	5.74281
2.24325	1.72023e-06	-78.5952	4.33521
2.2433	-2.02459e-06	-77.9408	2.92653
2.24335	1.72757e-06	-77.2672	1.51714
2.2434	-2.01716e-06	-76.5745	0.107367
2.24345	1.73506e-06	-75.8629	-1.30243
2.2435	-2.00959e-06	-75.1326	-2.71191
2.24355	1.74269e-06	-74.3838	-4.12071
2.2436	-2.00188e-06	-73.6166	-5.5285
2.24365	1.75044e-06	-72.8313	-6.93493
2.2437	-1.99405e-06	-72.028	-8.33964
2.24375	1.75832e-06	-71.2069	-9.7423
2.2438	-1.9861e-06	-70.3682	-11.1426
2.24385	1.76632e-06	-69.5122	-12.5401
2.2439	-1.97804e-06	-68.639	-13.9345
2.24395	1.77441e-06	-67.7489	-15.3254
2.244	-1.96988e-06	-66.8421	-16.7126
2.24405	1.78261e-06	-65.9188	-18.0957
2.2441	-1.96162e-06	-64.9792	-19.4743
2.24415	1.7909e-06	-64.0236	-20.8481
2.2442	-1.95328e-06	-63.0522	-22.2167
2.24425	1.79927e-06	-62.0652	-23.5799
2.2443	-1.94485e-06	-61.063	-24.9373
2.24435	1.80771e-06	-60.0456	-26.2885
2.2444	-1.93636e-06	-59.0134	-27.6332
2.24445	1.81622e-06	-57.9667	-28.9711
2.2445	-1.92781e-06	-56.9057	-30.3018
2.24455	1.82479e-06	-55.8306	-31.6251
2.2446	-1.9192e-06	-54.7418	-32.9406
2.24465	1.83341e-06	-53.6395	-34.2479
2.2447	-1.91055e-06	-52.5239	-35.5468
2.24475	1.84206e-06	-51.3953	-36.8369
2.2448	-1.90187e-06	-50.2541	-38.118
2.24485	1.85075e-06	-49.1005	-39.3896
2.2449	-1.89315e-06	-47.9348	-40.6515
2.24495	1.85946e-06	-46.7572	-41.9034
2.245	-1.88442e-06	-45.5681	-43.1449
2.24505	1.86819e-06	-44.3678	-44.3758
2.2451	-1.87568e-06	-43.1565	-45.5957
2.24515	1.87692e-06	-41.9345	-46.8044
2.2452	-1.86693e-06	-40.7023	-48.0016
2.24525	1.88565e-06	-39.4599	-49.1869
2.2453	-1.8582e-06	-38.2079	-50.36
2.24535	1.89436e-06	-36.9464	-51.5208
2.2454	-1.84948e-06	-35.6758	-52.6688
2.24545	1.90306e-06	-34.3964	-53.8038
2.2455	-1.84078e-06	-33.1085	-54.9256
2.24555	1.91173e-06	-31.8124	-56.0338
2.2456	-1.83211e-06	-30.5085	-57.1282
2.24565	1.92036e-06	-29.197	-58.2085
2.2457	-1.82349e-06	-27.8784	-59.2744
2.24575	1.92894e-06	-26.5529	-60.3257
2.2458	-1.81492e-06	-25.2208	-61.3621
2.24585	1.93748e-06	-23.8825	-62.3834
2.2459	-1.8064e-06	-22.5383	-63.3893
2.24595	1.94594e-06	-21.1886	-64.3795
2.246	-1.79796e-06	-19.8336	-65.3539
2.24605	1.95434e-06	-18.4737	-66.3121
2.2461	-1.78958e-06	-17.1093	-67.254
2.24615	1.96266e-06	-15.7406	-68.1792
2.2462	-1.78129e-06	-14.3681	-69.0877
2.24625	1.97089e-06	-12.992	-69.9791
2.2463	-1.7731e-06	-11.6127	-70.8532
2.24635	1.97903e-06	-10.2306	-71.7099
2.2464	-1.765e-06	-8.8459	-72.5489
2.24645	1.98706e-06	-7.45904	-73.3699
2.2465	-1.75701e-06	-6.07034	-74.1729
2.24655	1.99498e-06	-4.68014	-74.9575
2.2466	-1.74913e-06	-3.28879	-75.7237
2.24665	2.00278e-06	-1.89662	-76.4712
2.2467	-1.74138e-06	-0.503994	-77.1998
2.24675	2.01045e-06	0.888762	-77.9094
2.2468	-1.73376e-06	2.2813	-78.5997
2.24685	2.01799e-06	3.67327	-79.2707
2.2469	-1.72628e-06	5.06434	-79.922
2.24695	2.02539e-06	6.45416	-80.5537
2.247	-1.71894e-06	7.84238	-81.1655
2.24705	2.03264e-06	9.22867	-81.7573
2.2471	-1.71176e-06	10.6127	-82.3289
2.24715	2.03973e-06	11.9941	-82.8802
2.2472	-1.70473e-06	13.3725	-83.411
2.24725	2.04666e-06	14.7477	-83.9213
2.2473	-1.69788e-06	16.1191	-84.4108
2.24735	2.05341e-06	17.4867	-84.8795
2.2474	-1.69119e-06	18.8499	-85.3273
2.24745	2.05999e-06	20.2084	-85.754
2.2475	-1.68469e-06	21.562	-86.1596
2.24755	2.06639e-06	22.9102	-86.5439
2.2476	-1.67838e-06	24.2528	-86.9069
2.24765	2.0726e-06	25.5895	-87.2484
2.2477	-1.67225e-06	26.9197	-87.5683
2.24775	2.07861e-06	28.2434	-87.8667
2.2478	-1.66633e-06	29.5601	-88.1434
2.24785	2.08441e-06	30.8695	-88.3984
2.2479	-1.66061e-06	32.1713	-88.6315
2.24795	2.09002e-06	33.4651	-88.8428
2.248	-1.6551e-06	34.7507	-89.0321
2.24805	2.0954e-06	36.0277	-89.1995
2.2481	-1.64981e-06	37.2958	-89.3449
2.24815	2.10057e-06	38.5547	-89.4682
2.2482	-1.64474e-06	39.8041	-89.5695
2.24825	2.10552e-06	41.0437	-89.6486
2.2483	-1.63989e-06	42.2732	-89.7057
2.24835	2.11023e-06	43.4922	-89.7406
2.2484	-1.63528e-06	44.7005	-89.7533
2.24845	2.11472e-06	45.8978	-89.7439
2.2485	-1.6309e-06	47.0837	-89.7124
2.24855	2.11896e-06	48.258	-89.6587
2.2486	-1.62676e-06	49.4204	-89.583
2.24865	2.12297e-06	50.5707	-89.4851
2.2487	-1.62287e-06	51.7084	-89.3651
2.24875	2.12672e-06	52.8334	-89.2231
2.2488	-1.61922e-06	53.9453	-89.059
2.24885	2.13023e-06	55.044	-88.873
2.2489	-1.61582e-06	56.129	-88.6651
2.24895	2.13349e-06	57.2002	-88.4353
2.249	-1.61268e-06	58.2573	-88.1837
2.24905	2.13649e-06	59.3001	-87.9103
2.2491	-1.6098e-06	60.3282	-87.6152
2.24915	2.13923e-06	61.3414	-87.2985
2.2492	-1.60718e-06	62.3394	-86.9603
2.24925	2.14171e-06	63.3221	-86.6006
2.2493	-1.60482e-06	64.2892	-86.2195
2.24935	2.14392e-06	65.2404	-85.8172
2.2494	-1.60272e-06	66.1755	-85.3937
2.24945	2.14587e-06	67.0943	-84.9491
2.2495	-1.6009e-06	67.9965	-84.4835
2.24955	2.14755e-06	68.882	-83.9972
2.2496	-1.59934e-06	69.7504	-83.4901
2.24965	2.14895e-06	70.6017	-82.9623
2.2497	-1.59805e-06	71.4355	-82.4142
2.24975	2.15009e-06	72.2517	-81.8457
2.2498	-1.59704e-06	73.05	-81.2569
2.24985	2.15096e-06	73.8304	-80.6482
2.2499	-1.5963e-06	74.5925	-80.0195
2.24995	2.15155e-06	75.3362	-79.3711
2.25	-1.59583e-06	76.0614	-78.7032
2.25005	2.15186e-06	76.7677	-78.0158
2.2501	-1.59564e-06	77.4552	-77.3091
2.25015	2.15191e-06	78.1235	-76.5834
2.2502	-1.59572e-06	78.7725	-75.8388
2.25025	2.15167e-06	79.4021	-75.0754
2.2503	-1.59607e-06	80.0121	-74.2936
2.25035	2.15117e-06	80.6024	-73.4934
2.2504	-1.5967e-06	81.1728	-72.6751
2.25045	2.15039e-06	81.7232	-71.8388
2.2505	-1.59761e-06	82.2534	-70.9848
2.25055	2.14933e-06	82.7633	-70.1133
2.2506	-1.59878e-06	83.2527	-69.2246
2.25065	2.14801e-06	83.7217	-68.3187
2.2507	-1.60023e-06	84.1699	-67.396
2.25075	2.14641e-06	84.5975	-66.4566
2.2508	-1.60195e-06	85.0041	-65.5009
2.25085	2.14455e-06	85.3898	-64.5289
2.2509	-1.60393e-06	85.7544	-63.5411
2.25095	2.14242e-06	86.0978	-62.5376
2.251	-1.60618e-06	86.42	-61.5186
2.25105	2.14002e-06	86.7209	-60.4845
2.2511	-1.6087e-06	87.0003	-59.4355
2.25115	2.13736e-06	87.2583	-58.3718
2.2512	-1.61148e-06	87.4948	-57.2936
2.25125	2.13444e-06	87.7097	-56.2014
2.2513	-1.61451e-06	87.903	-55.0953
2.25135	2.13126e-06	88.0745	-53.9756
2.2514	-1.6178e-06	88.2243	-52.8425
2.25145	2.12783e-06	88.3524	-51.6965
2.2515	-1.62135e-06	88.4587	-50.5377
2.25155	2.12415e-06	88.5431	-49.3664
2.2516	-1.62514e-06	88.6057	-48.1829
2.25165	2.12022e-06	88.6464	-46.9875
2.2517	-1.62918e-06	88.6653	-45.7806
2.25175	2.11604e-06	88.6623	-44.5623
2.2518	-1.63346e-06	88.6374	-43.3331
2.25185	2.11163e-06	88.5906	-42.0931
2.2519	-1.63798e-06	88.522	-40.8428
2.25195	2.10698e-06	88.4315	-39.5824
2.252	-1.64273e-06	88.3192	-38.3123
2.25205	2.10211e-06	88.1851	-37.0326
2.2521	-1.6477e-06	88.0293	-35.7439
2.25215	2.097e-06	87.8517	-34.4463
2.2522	-1.6529e-06	87.6525	-33.1402
2.25225	2.09168e-06	87.4316	-31.826
2.2523	-1.65832e-06	87.1892	-30.5039
2.25235	2.08614e-06	86.9253	-29.1742
2.2524	-1.66395e-06	86.6399	-27.8374
2.25245	2.08039e-06	86.3331	-26.4937
2.2525	-1.66979e-06	86.005	-25.1435
2.25255	2.07444e-06	85.6557	-23.787
2.2526	-1.67583e-06	85.2853	-22.4247
2.25265	2.06829e-06	84.8938	-21.0569
2.2527	-1.68206e-06	84.4814	-19.6839
2.25275	2.06195e-06	84.0482	-18.306
2.2528	-1.68848e-06	83.5942	-16.9236
2.25285	2.05542e-06	83.1195	-15.537
2.2529	-1.69509e-06	82.6244	-14.1466
2.25295	2.04871e-06	82.1089	-12.7526
2.253	-1.70187e-06	81.5731	-11.3556
2.25305	2.04183e-06	81.0172	-9.95574
2.2531	-1.70882e-06	80.4413	-8.55342
2.25315	2.03478e-06	79.8456	-7.149
2.2532	-1.71594e-06	79.2301	-5.74281
2.25325	2.02758e-06	78.5952	-4.33521
2.2533	-1.72321e-06	77.9408	-2.92653
2.25335	2.02022e-06	77.2672	-1.51714
2.2534	-1.73062e-06	76.5745	-0.107368
2.25345	2.01272e-06	75.8629	1.30243
2.2535	-1.73818e-06	75.1326	2.7119
2.25355	2.00508e-06	74.3838	4.12071
2.2536	-1.74588e-06	73.6166	5.5285
2.25365	1.99731e-06	72.8313	6.93493
2.2537	-1.75369e-06	72.028	8.33964
2.25375	1.98942e-06	71.2069	9.7423
2.2538	-1.76163e-06	70.3682	11.1426
2.25385	1.98141e-06	69.5122	12.5401
2.2539	-1.76968e-06	68.639	13.9345
2.25395	1.9733e-06	67.7489	15.3254
2.254	-1.77783e-06	66.8421	16.7126
2.25405	1.96509e-06	65.9188	18.0957
2.2541	-1.78607e-06	64.9792	19.4743
2.25415	1.95678e-06	64.0236	20.8481
2.2542	-1.7944e-06	63.0522	22.2167
2.25425	1.9484e-06	62.0652	23.5799
2.2543	-1.80281e-06	61.063	24.9373
2.25435	1.93994e-06	60.0456	26.2885
2.2544	-1.81129e-06	59.0134	27.6332
2.25445	1.93142e-06	57.9667	28.9711
2.2545	-1.81983e-06	56.9057	30.3018
2.25455	1.92284e-06	55.8306	31.6251
2.2546	-1.82842e-06	54.7418	32.9406
2.25465	1.91421e-06	53.6395	34.2479
2.2547	-1.83706e-06	52.5239	35.5468
2.25475	1.90554e-06	51.3953	36.8369
2.2548	-1.84573e-06	50.2541	38.118
2.25485	1.89684e-06	49.1005	39.3896
2.2549	-1.85443e-06	47.9348	40.6515
2.25495	1.88811e-06	46.7572	41.9034
2.255	-1.86315e-06	45.5681	43.1449
2.25505	1.87938e-06	44.3678	44.3758
2.2551	-1.87188e-06	43.1565	45.5957
2.25515	1.87063e-06	41.9345	46.8044
2.2552	-1.88061e-06	40.7023	48.0016
2.25525	1.86189e-06	39.4599	49.1869
2.2553	-1.88933e-06	38.2079	50.36
2.25535	1.85316e-06	36.9464	51.5208
2.2554	-1.89804e-06	35.6758	52.6688
2.25545	1.84445e-06	34.3964	53.8038
2.2555	-1.90672e-06	33.1085	54.9256
2.25555	1.83577e-06	31.8124	56.0338
2.2556	-1.91537e-06	30.5085	57.1282
2.25565	1.82712e-06	29.197	58.2085
2.2557	-1.92398e-06	27.8784	59.2744
2.25575	1.81852e-06	26.5529	60.3257
2.2558	-1.93254e-06	25.2208	61.3621
2.25585	1.80998e-06	23.8825	62.3834
2.2559	-1.94104e-06	22.5383	63.3893
2.25595	1.8015e-06	21.1886	64.3795
2.256	-1.94948e-06	19.8336	65.3539
2.25605	1.79309e-06	18.4737	66.3121
2.2561	-1.95784e-06	17.1093	67.254
2.25615	1.78475e-06	15.7406	68.1792
2.2562	-1.96611e-06	14.3681	69.0877
2.25625	1.77651e-06	12.992	69.9791
2.2563	-1.9743e-06	11.6127	70.8532
2.25635	1.76836e-06	10.2306	71.7099
2.2564	-1.98238e-06	8.8459	72.5489
2.25645	1.76031e-06	7.45904	73.3699
2.2565	-1.99036e-06	6.07034	74.1729
2.25655	1.75238e-06	4.68014	74.9575
2.2566	-1.99822e-06	3.28879	75.7237
2.25665	1.74457e-06	1.89663	76.4712
2.2567	-2.00596e-06	0.503993	77.1998
2.25675	1.73688e-06	-0.888761	77.9094
2.2568	-2.01357e-06	-2.2813	78.5997
2.25685	1.72933e-06	-3.67327	79.2707
2.2569	-2.02103e-06	-5.06434	79.922
2.25695	1.72192e-06	-6.45416	80.5537
2.257	-2.02836e-06	-7.84238	81.1655
2.25705	1.71466e-06	-9.22867	81.7573
2.2571	-2.03553e-06	-10.6127	82.3289
2.25715	1.70755e-06	-11.9941	82.8802
2.2572	-2.04254e-06	-13.3725	83.411
2.25725	1.70061e-06	-14.7477	83.9213
2.2573	-2.04938e-06	-16.1191	84.4108
2.25735	1.69384e-06	-17.4867	84.8795
2.2574	-2.05605e-06	-18.8499	85.3273
2.25745	1.68725e-06	-20.2084	85.754
2.2575	-2.06254e-06	-21.562	86.1596
2.25755	1.68084e-06	-22.9102	86.5439
2.2576	-2.06884e-06	-24.2528	86.9069
2.25765	1.67462e-06	-25.5895	87.2484
2.2577	-2.07495e-06	-26.9197	87.5683
2.25775	1.66859e-06	-28.2434	87.8667
2.2578	-2.08086e-06	-29.5601	88.1434
2.25785	1.66277e-06	-30.8695	88.3984
2.2579	-2.08657e-06	-32.1713	88.6315
2.25795	1.65716e-06	-33.4651	88.8428
2.258	-2.09206e-06	-34.7507	89.0321
2.25805	1.65175e-06	-36.0277	89.1995
2.2581	-2.09734e-06	-37.2958	89.3449
2.25815	1.64657e-06	-38.5547	89.4682
2.2582	-2.1024e-06	-39.8041	89.5695
2.25825	1.64161e-06	-41.0437	89.6486
2.2583	-2.10723e-06	-42.2732	89.7057
2.25835	1.63688e-06	-43.4922	89.7406
2.2584	-2.11183e-06	-44.7005	89.7533
2.25845	1.63239e-06	-45.8978	89.7439
2.2585	-2.1162e-06	-47.0837	89.7124
2.25855	1.62813e-06	-48.258	89.6587
2.2586	-2.12032e-06	-49.4204	89.583
2.25865	1.62411e-06	-50.5707	89.4851
2.2587	-2.1242e-06	-51.7084	89.3651
2.25875	1.62034e-06	-52.8334	89.2231
2.2588	-2.12784e-06	-53.9453	89.059
2.25885	1.61682e-06	-55.044	88.873
2.2589	-2.13122e-06	-56.129	88.6651
2.25895	1.61355e-06	-57.2002	88.4353
2.259	-2.13435e-06	-58.2573	88.1837
2.25905	1.61053e-06	-59.3001	87.9103
2.2591	-2.13722e-06	-60.3282	87.6152
2.25915	1.60778e-06	-61.3414	87.2985
2.2592	-2.13983e-06	-62.3394	86.9603
2.25925	1.60529e-06	-63.3221	86.6006
2.2593	-2.14217e-06	-64.2892	86.2195
2.25935	1.60306e-06	-65.2404	85.8172
2.2594	-2.14425e-06	-66.1755	85.3937
2.25945	1.6011e-06	-67.0943	84.9491
2.2595	-2.14607e-06	-67.9965	84.4835
2.25955	1.59941e-06	-68.882	83.9972
2.2596	-2.14761e-06	-69.7504	83.49
2.25965	1.59799e-06	-70.6016	82.9623
2.2597	-2.14888e-06	-71.4355	82.4142
2.25975	1.59684e-06	-72.2517	81.8457
2.2598	-2.14988e-06	-73.05	81.2569
2.25985	1.59596e-06	-73.8304	80.6482
2.2599	-2.15061e-06	-74.5925	80.0195
2.25995	1.59535e-06	-75.3362	79.3711
2.26	-2.15107e-06	-76.0614	78.7032
2.26005	1.59502e-06	-76.7677	78.0158
2.2601	-2.15124e-06	-77.4552	77.3091
2.26015	1.59497e-06	-78.1235	76.5834
2.2602	-2.15115e-06	-78.7725	75.8388
2.26025	1.59519e-06	-79.4021	75.0754
2.2603	-2.15078e-06	-80.0121	74.2936
2.26035	1.59568e-06	-80.6024	73.4934
2.2604	-2.15014e-06	-81.1728	72.6751
2.26045	1.59645e-06	-81.7232	71.8388
2.2605	-2.14922e-06	-82.2534	70.9848
2.26055	1.59749e-06	-82.7633	70.1134
2.2606	-2.14803e-06	-83.2527	69.2246
2.26065	1.5988e-06	-83.7217	68.3187
2.2607	-2.14657e-06	-84.1699	67.396
2.26075	1.60038e-06	-84.5975	66.4566
2.2608	-2.14484e-06	-85.0041	65.5009
2.26085	1.60223e-06	-85.3898	64.5289
2.2609	-2.14284e-06	-85.7544	63.5411
2.26095	1.60435e-06	-86.0978	62.5376
2.261	-2.14058e-06	-86.42	61.5186
2.26105	1.60673e-06	-86.7209	60.4845
2.2611	-2.13805e-06	-87.0003	59.4355
2.26115	1.60938e-06	-87.2583	58.3718
2.2612	-2.13526e-06	-87.4948	57.2936
2.26125	1.61229e-06	-87.7097	56.2014
2.2613	-2.13221e-06	-87.903	55.0953
2.26135	1.61545e-06	-88.0745	53.9756
2.2614	-2.1289e-06	-88.2243	52.8425
2.26145	1.61887e-06	-88.3524	51.6965
2.2615	-2.12534e-06	-88.4587	50.5376
2.26155	1.62254e-06	-88.5431	49.3664
2.2616	-2.12154e-06	-88.6057	48.1829
2.26165	1.62646e-06	-88.6464	46.9875
2.2617	-2.11749e-06	-88.6653	45.7806
2.26175	1.63062e-06	-88.6623	44.5623
2.2618	-2.11319e-06	-88.6374	43.3331
2.26185	1.63501e-06	-88.5906	42.0931
2.2619	-2.10866e-06	-88.522	40.8428
2.26195	1.63965e-06	-88.4315	39.5824
2.262	-2.1039e-06	-88.3192	38.3123
2.26205	1.64451e-06	-88.1851	37.0326
2.2621	-2.09891e-06	-88.0293	35.7439
2.26215	1.6496e-06	-87.8517	34.4463
2.2622	-2.09369e-06	-87.6525	33.1402
2.26225	1.65491e-06	-87.4316	31.826
2.2623	-2.08826e-06	-87.1892	30.5039
2.26235	1.66044e-06	-86.9253	29.1742
2.2624	-2.08262e-06	-86.6399	27.8374
2.26245	1.66617e-06	-86.3331	26.4937
2.2625	-2.07677e-06	-86.005	25.1435
2.26255	1.67211e-06	-85.6557	23.787
2.2626	-2.07072e-06	-85.2853	22.4247
2.26265	1.67825e-06	-84.8938	21.0569
2.2627	-2.06447e-06	-84.4814	19.6839
2.26275	1.68458e-06	-84.0482	18.306
2.2628	-2.05803e-06	-83.5942	16.9236
2.26285	1.69109e-06	-83.1195	15.537
2.2629	-2.05141e-06	-82.6244	14.1466
2.26295	1.69779e-06	-82.1089	12.7527
2.263	-2.04462e-06	-81.5731	11.3556
2.26305	1.70465e-06	-81.0172	9.95574
2.2631	-2.03765e-06	-80.4413	8.55342
2.26315	1.71169e-06	-79.8456	7.149
2.2632	-2.03053e-06	-79.2301	5.74281
2.26325	1.71888e-06	-78.5952	4.33521
2.2633	-2.02324e-06	-77.9408	2.92653
2.26335	1.72622e-06	-77.2672	1.51714
2.2634	-2.01581e-06	-76.5745	0.107367
2.26345	1.73371e-06	-75.8629	-1.30243
2.2635	-2.00824e-06	-75.1326	-2.71191
2.26355	1.74134e-06	-74.3838	-4.12071
2.2636	-2.00053e-06	-73.6166	-5.5285
2.26365	1.74909e-06	-72.8313	-6.93493
2.2637	-1.9927e-06	-72.028	-8.33964
2.26375	1.75697e-06	-71.2069	-9.7423
2.2638	-1.98475e-06	-70.3682	-11.1426
2.26385	1.76497e-06	-69.5122	-12.5401
2.2639	-1.97669e-06	-68.639	-13.9345
2.26395	1.77307e-06	-67.7489	-15.3254
2.264	-1.96853e-06	-66.8421	-16.7126
2.26405	1.78126e-06	-65.9188	-18.0957
2.2641	-1.96027e-06	-64.9792	-19.4743
2.26415	1.78955e-06	-64.0236	-20.8481
2.2642	-1.95193e-06	-63.0522	-22.2167
2.26425	1.79792e-06	-62.0652	-23.5799
2.2643	-1.94351e-06	-61.063	-24.9373
2.26435	1.80637e-06	-60.0456	-26.2885
2.2644	-1.93501e-06	-59.0134	-27.6332
2.26445	1.81488e-06	-57.9667	-28.9711
2.2645	-1.92646e-06	-56.9057	-30.3018
2.26455	1.82344e-06	-55.8306	-31.6251
2.2646	-1.91785e-06	-54.7418	-32.9406
2.26465	1.83206e-06	-53.6395	-34.2479
2.2647	-1.9092e-06	-52.5239	-35.5468
2.26475	1.84071e-06	-51.3953	-36.8369
2.2648	-1.90052e-06	-50.2541	-38.118
2.26485	1.8494e-06	-49.1005	-39.3896
2.2649	-1.8918e-06	-47.9348	-40.6515
2.26495	1.85811e-06	-46.7572	-41.9034
2.265	-1.88307e-06	-45.5681	-43.1449
2.26505	1.86684e-06	-44.3678	-44.3758
2.2651	-1.87433e-06	-43.1565	-45.5957
2.26515	1.87557e-06	-41.9345	-46.8044
2.2652	-1.86559e-06	-40.7023	-48.0016
2.26525	1.8843e-06	-39.4599	-49.1869
2.2653	-1.85685e-06	-38.2079	-50.36
2.26535	1.89301e-06	-36.9464	-51.5208
2.2654	-1.84813e-06	-35.6758	-52.6688
2.26545	1.90171e-06	-34.3964	-53.8038
2.2655	-1.83943e-06	-33.1085	-54.9256
2.26555	1.91038e-06	-31.8124	-56.0338
2.2656	-1.83077e-06	-30.5085	-57.1282
2.26565	1.91901e-06	-29.197	-58.2085
2.2657	-1.82214e-06	-27.8784	-59.2744
2.26575	1.9276e-06	-26.5529	-60.3257
2.2658	-1.81357e-06	-25.2208	-61.3621
2.26585	1.93613e-06	-23.8825	-62.3834
2.2659	-1.80506e-06	-22.5383	-63.3893
2.26595	1.9446e-06	-21.1886	-64.3795
2.266	-1.79661e-06	-19.8336	-65.3539
2.26605	1.95299e-06	-18.4737	-66.3121
2.2661	-1.78824e-06	-17.1093	-67.254
2.26615	1.96131e-06	-15.7406	-68.1792
2.2662	-1.77995e-06	-14.3681	-69.0877
2.26625	1.96954e-06	-12.992	-69.9791
2.2663	-1.77175e-06	-11.6127	-70.8532
2.26635	1.97768e-06	-10.2306	-71.7099
2.2664	-1.76365e-06	-8.8459	-72.5489
2.26645	1.98571e-06	-7.45904	-73.3699
2.2665	-1.75566e-06	-6.07034	-74.1729
2.26655	1.99363e-06	-4.68014	-74.9575
2.2666	-1.74778e-06	-3.28879	-75.7237
2.26665	2.00143e-06	-1.89662	-76.4712
2.2667	-1.74003e-06	-0.503994	-77.1998
2.26675	2.0091e-06	0.888762	-77.9094
2.2668	-1.73241e-06	2.2813	-78.5997
2.26685	2.01664e-06	3.67327	-79.2707
2.2669	-1.72493e-06	5.06434	-79.922
2.26695	2.02404e-06	6.45416	-80.5537
2.267	-1.71759e-06	7.84238	-81.1655
2.26705	2.03129e-06	9.22867	-81.7573
2.2671	-1.71041e-06	10.6127	-82.3289
2.26715	2.03838e-06	11.9941	-82.8802
2.2672	-1.70338e-06	13.3725	-83.411
2.26725	2.04531e-06	14.7477	-83.9213
2.2673	-1.69653e-06	16.1191	-84.4108
2.26735	2.05206e-06	17.4867	-84.8795
2.2674	-1.68985e-06	18.8499	-85.3273
2.26745	2.05864e-06	20.2084	-85.754
2.2675	-1.68334e-06	21.562	-86.1596
2.26755	2.06504e-06	22.9102	-86.5439
2.2676	-1.67703e-06	24.2528	-86.9069
2.26765	2.07125e-06	25.5895	-87.2484
2.2677	-1.6709e-06	26.9197	-87.5683
2.26775	2.07726e-06	28.2434	-87.8667
2.2678	-1.66498e-06	29.5601	-88.1434
2.26785	2.08307e-06	30.8695	-88.3984
2.2679	-1.65926e-06	32.1713	-88.6315
2.26795	2.08867e-06	33.4651	-88.8428
2.268	-1.65375e-06	34.7507	-89.0321
2.26805	2.09405e-06	36.0277	-89.1995
2.2681	-1.64846e-06	37.2958	-89.3449
2.26815	2.09922e-06	38.5547	-89.4682
2.2682	-1.64339e-06	39.8041	-89.5695
2.26825	2.10417e-06	41.0437	-89.6486
2.2683	-1.63855e-06	42.2732	-89.7057
2.26835	2.10888e-06	43.4922	-89.7406
2.2684	-1.63393e-06	44.7005	-89.7533
2.26845	2.11337e-06	45.8978	-89.7439
2.2685	-1.62955e-06	47.0837	-89.7124
2.26855	2.11761e-06	48.258	-89.6587
2.2686	-1.62541e-06	49.4204	-89.583
2.26865	2.12162e-06	50.5707	-89.4851
2.2687	-1.62152e-06	51.7084	-89.3651
2.26875	2.12538e-06	52.8334	-89.2231
2.2688	-1.61787e-06	53.9453	-89.059
2.26885	2.12888e-06	55.044	-88.873
2.2689	-1.61448e-06	56.129	-88.6651
2.26895	2.13214e-06	57.2002	-88.4353
2.269	-1.61133e-06	58.2573	-88.1837
2.26905	2.13514e-06	59.3001	-87.9103
2.2691	-1.60845e-06	60.3282	-87.6152
2.26915	2.13788e-06	61.3414	-87.2985
2.2692	-1.60583e-06	62.3394	-86.9603
2.26925	2.14036e-06	63.3221	-86.6006
2.2693	-1.60347e-06	64.2892	-86.2195
2.26935	2.14257e-06	65.2404	-85.8172
2.2694	-1.60137e-06	66.1755	-85.3937
2.26945	2.14452e-06	67.0943	-84.9491
2.2695	-1.59955e-06	67.9965	-84.4835
2.26955	2.1462e-06	68.882	-83.9972
2.2696	-1.59799e-06	69.7504	-83.4901
2.26965	2.14761e-06	70.6017	-82.9623
2.2697	-1.5967e-06	71.4355	-82.4142
2.26975	2.14874e-06	72.2517	-81.8457
2.2698	-1.59569e-06	73.05	-81.2569
2.26985	2.14961e-06	73.8304	-80.6482
2.2699	-1.59495e-06	74.5925	-80.0195
2.26995	2.1502e-06	75.3362	-79.3711
2.27	-1.59448e-06	76.0614	-78.7032
2.27005	2.15052e-06	76.7677	-78.0158
2.2701	-1.59429e-06	77.4552	-77.3091
2.27015	2.15056e-06	78.1235	-76.5834
2.2702	-1.59437e-06	78.7725	-75.8388
2.27025	2.15033e-06	79.4021	-75.0754
2.2703	-1.59472e-06	80.0121	-74.2936
2.27035	2.14982e-06	80.6024	-73.4934
2.2704	-1.59535e-06	81.1728	-72.6751
2.27045	2.14904e-06	81.7232	-71.8388
2.2705	-1.59626e-06	82.2534	-70.9848
2.27055	2.14799e-06	82.7633	-70.1133
2.2706	-1.59743e-06	83.2527	-69.2246
2.27065	2.14666e-06	83.7217	-68.3187
2.2707	-1.59888e-06	84.1699	-67.396
2.27075	2.14506e-06	84.5975	-66.4566
2.2708	-1.6006e-06	85.0041	-65.5009
2.27085	2.1432e-06	85.3898	-64.5289
2.2709	-1.60258e-06	85.7544	-63.5411
2.27095	2.14107e-06	86.0978	-62.5376
2.271	-1.60483e-06	86.42	-61.5186
2.27105	2.13867e-06	86.7209	-60.4845
2.2711	-1.60735e-06	87.0003	-59.4355
2.27115	2.13601e-06	87.2583	-58.3718
2.2712	-1.61013e-06	87.4948	-57.2936
2.27125	2.13309e-06	87.7097	-56.2014
2.2713	-1.61316e-06	87.903	-55.0953
