Time	voltage_A	voltage_B	voltage_C
1.9	-1.39904	-76.6827	78.0818
1.90005	0.00463805	-77.3941	77.3894
1.9001	1.40831	-78.0863	76.678
1.90015	2.81164	-78.7593	75.9476
1.9002	4.21427	-79.4128	75.1985
1.90025	5.61586	-80.0467	74.4309
1.9003	7.01607	-80.6609	73.6448
1.90035	8.41454	-81.2552	72.8406
1.9004	9.81094	-81.8294	72.0185
1.90045	11.2049	-82.3834	71.1785
1.9005	12.5961	-82.9172	70.321
1.90055	13.9842	-83.4304	69.4462
1.9006	15.3689	-83.9231	68.5542
1.90065	16.7498	-84.3951	67.6453
1.9007	18.1265	-84.8462	66.7197
1.90075	19.4987	-85.2764	65.7777
1.9008	20.8662	-85.6856	64.8194
1.90085	22.2285	-86.0736	63.8451
1.9009	23.5853	-86.4404	62.8551
1.90095	24.9363	-86.7858	61.8495
1.901	26.2811	-87.1099	60.8287
1.90105	27.6195	-87.4124	59.7929
1.9011	28.951	-87.6934	58.7424
1.90115	30.2754	-87.9528	57.6773
1.9012	31.5924	-88.1904	56.598
1.90125	32.9015	-88.4063	55.5048
1.9013	34.2025	-88.6004	54.3979
1.90135	35.4951	-88.7726	53.2775
1.9014	36.7789	-88.9229	52.144
1.90145	38.0537	-89.0513	50.9976
1.9015	39.319	-89.1577	49.8386
1.90155	40.5747	-89.2421	48.6674
1.9016	41.8203	-89.3044	47.4841
1.90165	43.0556	-89.3448	46.2892
1.9017	44.2803	-89.3631	45.0828
1.90175	45.4941	-89.3593	43.8652
1.9018	46.6967	-89.3336	42.6369
1.90185	47.8877	-89.2857	41.398
1.9019	49.0669	-89.2158	40.1489
1.90195	50.234	-89.124	38.8899
1.902	51.3887	-89.0101	37.6214
1.90205	52.5308	-88.8743	36.3435
1.9021	53.6598	-88.7165	35.0567
1.90215	54.7757	-88.5369	33.7612
1.9022	55.878	-88.3354	32.4574
1.90225	56.9665	-88.1121	31.1455
1.9023	58.041	-87.867	29.826
1.90235	59.1011	-87.6003	28.4992
1.9024	60.1467	-87.312	27.1653
1.90245	61.1775	-87.0021	25.8247
1.9025	62.1931	-86.6708	24.4777
1.90255	63.1934	-86.3181	23.1247
1.9026	64.1781	-85.9441	21.766
1.90265	65.1469	-85.5488	20.4019
1.9027	66.0997	-85.1325	19.0328
1.90275	67.0362	-84.6952	17.659
1.9028	67.9562	-84.2369	16.2808
1.90285	68.8593	-83.7579	14.8986
1.9029	69.7455	-83.2582	13.5127
1.90295	70.6145	-82.738	12.1235
1.903	71.466	-82.1974	10.7313
1.90305	72.3	-81.6365	9.3365
1.9031	73.116	-81.0554	7.93936
1.90315	73.9141	-80.4543	6.54025
1.9032	74.6939	-79.8334	5.13954
1.90325	75.4553	-79.1928	3.73755
1.9033	76.198	-78.5327	2.33465
1.90335	76.922	-77.8531	0.931165
1.9034	77.6269	-77.1544	-0.472547
1.90345	78.3128	-76.4366	-1.87614
1.9035	78.9793	-75.7	-3.27927
1.90355	79.6263	-74.9447	-4.6816
1.9036	80.2536	-74.1709	-6.08277
1.90365	80.8612	-73.3788	-7.48243
1.9037	81.4488	-72.5686	-8.88026
1.90375	82.0163	-71.7405	-10.2759
1.9038	82.5636	-70.8946	-11.669
1.90385	83.0905	-70.0313	-13.0592
1.9039	83.5969	-69.1507	-14.4462
1.90395	84.0827	-68.2531	-15.8296
1.904	84.5478	-67.3386	-17.2091
1.90405	84.9919	-66.4075	-18.5844
1.9041	85.4151	-65.46	-19.9551
1.90415	85.8173	-64.4964	-21.3209
1.9042	86.1982	-63.5168	-22.6814
1.90425	86.5579	-62.5216	-24.0363
1.9043	86.8962	-61.511	-25.3853
1.90435	87.2131	-60.4851	-26.728
1.9044	87.5085	-59.4444	-28.0641
1.90445	87.7823	-58.389	-29.3933
1.9045	88.0344	-57.3191	-30.7153
1.90455	88.2648	-56.2352	-32.0296
1.9046	88.4734	-55.1373	-33.3361
1.90465	88.6602	-54.0259	-34.6343
1.9047	88.8251	-52.9011	-35.924
1.90475	88.9681	-51.7633	-37.2049
1.9048	89.0892	-50.6127	-38.4765
1.90485	89.1882	-49.4496	-39.7387
1.9049	89.2653	-48.2743	-40.991
1.90495	89.3203	-47.0871	-42.2333
1.905	89.3533	-45.8883	-43.4651
1.90505	89.3643	-44.6781	-44.6862
1.9051	89.3532	-43.457	-45.8962
1.90515	89.3201	-42.2251	-47.095
1.9052	89.2649	-40.9828	-48.2821
1.90525	89.1877	-39.7304	-49.4573
1.9053	89.0885	-38.4681	-50.6203
1.90535	88.9673	-37.1964	-51.7708
1.9054	88.8241	-35.9155	-52.9086
1.90545	88.659	-34.6258	-54.0333
1.9055	88.4721	-33.3275	-55.1446
1.90555	88.2633	-32.021	-56.2424
1.9056	88.0328	-30.7066	-57.3263
1.90565	87.7805	-29.3846	-58.396
1.9057	87.5066	-28.0553	-59.4513
1.90575	87.2111	-26.7191	-60.492
1.9058	86.8941	-25.3764	-61.5177
1.90585	86.5556	-24.0274	-62.5282
1.9059	86.1958	-22.6724	-63.5234
1.90595	85.8147	-21.3119	-64.5028
1.906	85.4124	-19.9461	-65.4663
1.90605	84.9891	-18.5753	-66.4137
1.9061	84.5447	-17.2	-67.3447
1.90615	84.0796	-15.8205	-68.2591
1.9062	83.5937	-14.437	-69.1566
1.90625	83.0871	-13.05	-70.0371
1.9063	82.5601	-11.6598	-70.9003
1.90635	82.0127	-10.2667	-71.746
1.9064	81.445	-8.87102	-72.574
1.90645	80.8573	-7.47319	-73.3841
1.9065	80.2496	-6.07351	-74.176
1.90655	79.6221	-4.67233	-74.9497
1.9066	78.9749	-3.27	-75.7049
1.90665	78.3083	-1.86687	-76.4414
1.9067	77.6223	-0.46327	-77.1591
1.90675	76.9172	0.940442	-77.8577
1.9068	76.1932	2.34392	-78.5371
1.90685	75.4503	3.74682	-79.1971
1.9069	74.6888	5.1488	-79.8376
1.90695	73.9089	6.54951	-80.4584
1.907	73.1107	7.9486	-81.0593
1.90705	72.2945	9.34573	-81.6402
1.9071	71.4605	10.7405	-82.201
1.90715	70.6088	12.1327	-82.7415
1.9072	69.7397	13.5219	-83.2616
1.90725	68.8534	14.9077	-83.7612
1.9073	67.9501	16.2899	-84.24
1.90735	67.0301	17.6681	-84.6981
1.9074	66.0935	19.0418	-85.1353
1.90745	65.1406	20.4109	-85.5515
1.9075	64.1716	21.775	-85.9466
1.90755	63.1868	23.1337	-86.3205
1.9076	62.1864	24.4866	-86.6731
1.90765	61.1707	25.8336	-87.0043
1.9077	60.1399	27.1741	-87.314
1.90775	59.0942	28.508	-87.6022
1.9078	58.0339	29.8348	-87.8687
1.90785	56.9594	31.1542	-88.1136
1.9079	55.8707	32.466	-88.3368
1.90795	54.7683	33.7698	-88.5381
1.908	53.6524	35.0652	-88.7176
1.90805	52.5233	36.352	-88.8752
1.9081	51.3811	37.6298	-89.0109
1.90815	50.2263	38.8983	-89.1246
1.9082	49.0592	40.1572	-89.2164
1.90825	47.8799	41.4062	-89.2861
1.9083	46.6888	42.645	-89.3338
1.90835	45.4861	43.8733	-89.3594
1.9084	44.2723	45.0908	-89.363
1.90845	43.0475	46.2971	-89.3446
1.9085	41.8121	47.492	-89.3041
1.90855	40.5664	48.6752	-89.2416
1.9086	39.3107	49.8463	-89.157
1.90865	38.0453	51.0052	-89.0505
1.9087	36.7705	52.1515	-88.922
1.90875	35.4866	53.2849	-88.7715
1.9088	34.194	54.4052	-88.5992
1.90885	32.8929	55.5121	-88.4049
1.9089	31.5837	56.6052	-88.1889
1.90895	30.2667	57.6844	-87.9511
1.909	28.9423	58.7494	-87.6916
1.90905	27.6107	59.7998	-87.4105
1.9091	26.2723	60.8355	-87.1078
1.90915	24.9274	61.8562	-86.7836
1.9092	23.5764	62.8617	-86.438
1.90925	22.2195	63.8516	-86.0711
1.9093	20.8572	64.8258	-85.6829
1.90935	19.4897	65.7839	-85.2736
1.9094	18.1174	66.7259	-84.8433
1.90945	16.7406	67.6514	-84.392
1.9095	15.3598	68.5601	-83.9199
1.90955	13.9751	69.452	-83.4271
1.9096	12.5869	70.3268	-82.9137
1.90965	11.1957	71.1841	-82.3799
1.9097	9.80172	72.024	-81.8257
1.90975	8.40531	72.846	-81.2513
1.9098	7.00682	73.6501	-80.6569
1.90985	5.6066	74.436	-80.0426
1.9099	4.205	75.2035	-79.4085
1.90995	2.80236	75.9525	-78.7549
1.91	1.39904	76.6827	-78.0818
1.91005	-0.00463805	77.3941	-77.3894
1.9101	-1.40831	78.0863	-76.678
1.91015	-2.81164	78.7593	-75.9476
1.9102	-4.21427	79.4128	-75.1985
1.91025	-5.61586	80.0467	-74.4309
1.9103	-7.01607	80.6609	-73.6448
1.91035	-8.41454	81.2552	-72.8406
1.9104	-9.81094	81.8294	-72.0185
1.91045	-11.2049	82.3834	-71.1785
1.9105	-12.5961	82.9172	-70.321
1.91055	-13.9842	83.4304	-69.4462
1.9106	-15.3689	83.9231	-68.5542
1.91065	-16.7498	84.3951	-67.6453
1.9107	-18.1265	84.8462	-66.7197
1.91075	-19.4987	85.2764	-65.7777
1.9108	-20.8662	85.6856	-64.8194
1.91085	-22.2285	86.0736	-63.8451
1.9109	-23.5853	86.4404	-62.8551
1.91095	-24.9363	86.7858	-61.8495
1.911	-26.2811	87.1099	-60.8287
1.91105	-27.6195	87.4124	-59.7929
1.9111	-28.951	87.6934	-58.7424
1.91115	-30.2754	87.9528	-57.6773
1.9112	-31.5924	88.1904	-56.598
1.91125	-32.9015	88.4063	-55.5048
1.9113	-34.2025	88.6004	-54.3979
1.91135	-35.4951	88.7726	-53.2775
1.9114	-36.7789	88.9229	-52.144
1.91145	-38.0537	89.0513	-50.9976
1.9115	-39.319	89.1577	-49.8386
1.91155	-40.5747	89.2421	-48.6674
1.9116	-41.8203	89.3044	-47.4841
1.91165	-43.0556	89.3448	-46.2892
1.9117	-44.2803	89.3631	-45.0828
1.91175	-45.4941	89.3593	-43.8652
1.9118	-46.6967	89.3336	-42.6369
1.91185	-47.8877	89.2857	-41.398
1.9119	-49.0669	89.2158	-40.1489
1.91195	-50.234	89.124	-38.8899
1.912	-51.3887	89.0101	-37.6214
1.91205	-52.5308	88.8743	-36.3435
1.9121	-53.6598	88.7165	-35.0567
1.91215	-54.7757	88.5369	-33.7612
1.9122	-55.878	88.3354	-32.4574
1.91225	-56.9665	88.1121	-31.1455
1.9123	-58.041	87.867	-29.826
1.91235	-59.1011	87.6003	-28.4992
1.9124	-60.1467	87.312	-27.1653
1.91245	-61.1775	87.0021	-25.8247
1.9125	-62.1931	86.6708	-24.4777
1.91255	-63.1934	86.3181	-23.1247
1.9126	-64.1781	85.9441	-21.766
1.91265	-65.1469	85.5488	-20.4019
1.9127	-66.0997	85.1325	-19.0328
1.91275	-67.0362	84.6952	-17.659
1.9128	-67.9562	84.2369	-16.2808
1.91285	-68.8593	83.7579	-14.8986
1.9129	-69.7455	83.2582	-13.5127
1.91295	-70.6145	82.738	-12.1235
1.913	-71.466	82.1974	-10.7313
1.91305	-72.3	81.6365	-9.3365
1.9131	-73.116	81.0554	-7.93936
1.91315	-73.9141	80.4543	-6.54025
1.9132	-74.6939	79.8334	-5.13954
1.91325	-75.4553	79.1928	-3.73755
1.9133	-76.198	78.5327	-2.33465
1.91335	-76.922	77.8531	-0.931165
1.9134	-77.6269	77.1544	0.472547
1.91345	-78.3128	76.4366	1.87614
1.9135	-78.9793	75.7	3.27927
1.91355	-79.6263	74.9447	4.6816
1.9136	-80.2536	74.1709	6.08277
1.91365	-80.8612	73.3788	7.48243
1.9137	-81.4488	72.5686	8.88026
1.91375	-82.0163	71.7405	10.2759
1.9138	-82.5636	70.8946	11.669
1.91385	-83.0905	70.0313	13.0592
1.9139	-83.5969	69.1507	14.4462
1.91395	-84.0827	68.2531	15.8296
1.914	-84.5478	67.3386	17.2091
1.91405	-84.9919	66.4075	18.5844
1.9141	-85.4151	65.46	19.9551
1.91415	-85.8173	64.4964	21.3209
1.9142	-86.1982	63.5168	22.6814
1.91425	-86.5579	62.5216	24.0363
1.9143	-86.8962	61.511	25.3853
1.91435	-87.2131	60.4851	26.728
1.9144	-87.5085	59.4444	28.0641
1.91445	-87.7823	58.389	29.3933
1.9145	-88.0344	57.3191	30.7153
1.91455	-88.2648	56.2352	32.0296
1.9146	-88.4734	55.1373	33.3361
1.91465	-88.6602	54.0259	34.6343
1.9147	-88.8251	52.9011	35.924
1.91475	-88.9681	51.7633	37.2049
1.9148	-89.0892	50.6127	38.4765
1.91485	-89.1882	49.4496	39.7387
1.9149	-89.2653	48.2743	40.991
1.91495	-89.3203	47.0871	42.2333
1.915	-89.3533	45.8883	43.4651
1.91505	-89.3643	44.6781	44.6862
1.9151	-89.3532	43.457	45.8962
1.91515	-89.3201	42.2251	47.095
1.9152	-89.2649	40.9828	48.2821
1.91525	-89.1877	39.7304	49.4573
1.9153	-89.0885	38.4681	50.6203
1.91535	-88.9673	37.1964	51.7708
1.9154	-88.8241	35.9155	52.9086
1.91545	-88.659	34.6258	54.0333
1.9155	-88.4721	33.3275	55.1446
1.91555	-88.2633	32.021	56.2424
1.9156	-88.0328	30.7066	57.3263
1.91565	-87.7805	29.3846	58.396
1.9157	-87.5066	28.0553	59.4513
1.91575	-87.2111	26.7191	60.492
1.9158	-86.8941	25.3764	61.5177
1.91585	-86.5556	24.0274	62.5282
1.9159	-86.1958	22.6724	63.5234
1.91595	-85.8147	21.3119	64.5028
1.916	-85.4124	19.9461	65.4663
1.91605	-84.9891	18.5753	66.4137
1.9161	-84.5447	17.2	67.3447
1.91615	-84.0796	15.8205	68.2591
1.9162	-83.5937	14.437	69.1566
1.91625	-83.0871	13.05	70.0371
1.9163	-82.5601	11.6598	70.9003
1.91635	-82.0127	10.2667	71.746
1.9164	-81.445	8.87102	72.574
1.91645	-80.8573	7.47319	73.3841
1.9165	-80.2496	6.07351	74.176
1.91655	-79.6221	4.67233	74.9497
1.9166	-78.9749	3.27	75.7049
1.91665	-78.3083	1.86687	76.4414
1.9167	-77.6223	0.46327	77.1591
1.91675	-76.9172	-0.940442	77.8577
1.9168	-76.1932	-2.34392	78.5371
1.91685	-75.4503	-3.74682	79.1971
1.9169	-74.6888	-5.1488	79.8376
1.91695	-73.9089	-6.54951	80.4584
1.917	-73.1107	-7.9486	81.0593
1.91705	-72.2945	-9.34573	81.6402
1.9171	-71.4605	-10.7405	82.201
1.91715	-70.6088	-12.1327	82.7415
1.9172	-69.7397	-13.5219	83.2616
1.91725	-68.8534	-14.9077	83.7612
1.9173	-67.9501	-16.2899	84.24
1.91735	-67.0301	-17.6681	84.6981
1.9174	-66.0935	-19.0418	85.1353
1.91745	-65.1406	-20.4109	85.5515
1.9175	-64.1716	-21.775	85.9466
1.91755	-63.1868	-23.1337	86.3205
1.9176	-62.1864	-24.4866	86.6731
1.91765	-61.1707	-25.8336	87.0043
1.9177	-60.1399	-27.1741	87.314
1.91775	-59.0942	-28.508	87.6022
1.9178	-58.0339	-29.8348	87.8687
1.91785	-56.9594	-31.1542	88.1136
1.9179	-55.8707	-32.466	88.3368
1.91795	-54.7683	-33.7698	88.5381
1.918	-53.6524	-35.0652	88.7176
1.91805	-52.5233	-36.352	88.8752
1.9181	-51.3811	-37.6298	89.0109
1.91815	-50.2263	-38.8983	89.1246
1.9182	-49.0592	-40.1572	89.2164
1.91825	-47.8799	-41.4062	89.2861
1.9183	-46.6888	-42.645	89.3338
1.91835	-45.4861	-43.8733	89.3594
1.9184	-44.2723	-45.0908	89.363
1.91845	-43.0475	-46.2971	89.3446
1.9185	-41.8121	-47.492	89.3041
1.91855	-40.5664	-48.6752	89.2416
1.9186	-39.3107	-49.8463	89.157
1.91865	-38.0453	-51.0052	89.0505
1.9187	-36.7705	-52.1515	88.922
1.91875	-35.4866	-53.2849	88.7715
1.9188	-34.194	-54.4052	88.5992
1.91885	-32.8929	-55.5121	88.4049
1.9189	-31.5837	-56.6052	88.1889
1.91895	-30.2667	-57.6844	87.9511
1.919	-28.9423	-58.7494	87.6916
1.91905	-27.6107	-59.7998	87.4105
1.9191	-26.2723	-60.8355	87.1078
1.91915	-24.9274	-61.8562	86.7836
1.9192	-23.5764	-62.8617	86.438
1.91925	-22.2195	-63.8516	86.0711
1.9193	-20.8572	-64.8258	85.6829
1.91935	-19.4897	-65.7839	85.2736
1.9194	-18.1174	-66.7259	84.8433
1.91945	-16.7406	-67.6514	84.392
1.9195	-15.3598	-68.5601	83.9199
1.91955	-13.9751	-69.452	83.4271
1.9196	-12.5869	-70.3268	82.9137
1.91965	-11.1957	-71.1841	82.3799
1.9197	-9.80172	-72.024	81.8257
1.91975	-8.40531	-72.846	81.2513
1.9198	-7.00682	-73.6501	80.6569
1.91985	-5.6066	-74.436	80.0426
1.9199	-4.205	-75.2035	79.4085
1.91995	-2.80236	-75.9525	78.7549
1.92	-1.39904	-76.6827	78.0818
1.92005	0.00463805	-77.3941	77.3894
1.9201	1.40831	-78.0863	76.678
1.92015	2.81164	-78.7593	75.9476
1.9202	4.21427	-79.4128	75.1985
1.92025	5.61586	-80.0467	74.4309
1.9203	7.01607	-80.6609	73.6448
1.92035	8.41454	-81.2552	72.8406
1.9204	9.81094	-81.8294	72.0185
1.92045	11.2049	-82.3834	71.1785
1.9205	12.5961	-82.9172	70.321
1.92055	13.9842	-83.4304	69.4462
1.9206	15.3689	-83.9231	68.5542
1.92065	16.7498	-84.3951	67.6453
1.9207	18.1265	-84.8462	66.7197
1.92075	19.4987	-85.2764	65.7777
1.9208	20.8662	-85.6856	64.8194
1.92085	22.2285	-86.0736	63.8451
1.9209	23.5853	-86.4404	62.8551
1.92095	24.9363	-86.7858	61.8495
1.921	26.2811	-87.1099	60.8287
1.92105	27.6195	-87.4124	59.7929
1.9211	28.951	-87.6934	58.7424
1.92115	30.2754	-87.9528	57.6773
1.9212	31.5924	-88.1904	56.598
1.92125	32.9015	-88.4063	55.5048
1.9213	34.2025	-88.6004	54.3979
1.92135	35.4951	-88.7726	53.2775
1.9214	36.7789	-88.9229	52.144
1.92145	38.0537	-89.0513	50.9976
1.9215	39.319	-89.1577	49.8386
1.92155	40.5747	-89.2421	48.6674
1.9216	41.8203	-89.3044	47.4841
1.92165	43.0556	-89.3448	46.2892
1.9217	44.2803	-89.3631	45.0828
1.92175	45.4941	-89.3593	43.8652
1.9218	46.6967	-89.3336	42.6369
1.92185	47.8877	-89.2857	41.398
1.9219	49.0669	-89.2158	40.1489
1.92195	50.234	-89.124	38.8899
1.922	51.3887	-89.0101	37.6214
1.92205	52.5308	-88.8743	36.3435
1.9221	53.6598	-88.7165	35.0567
1.92215	54.7757	-88.5369	33.7612
1.9222	55.878	-88.3354	32.4574
1.92225	56.9665	-88.1121	31.1455
1.9223	58.041	-87.867	29.826
1.92235	59.1011	-87.6003	28.4992
1.9224	60.1467	-87.312	27.1653
1.92245	61.1775	-87.0021	25.8247
1.9225	62.1931	-86.6708	24.4777
1.92255	63.1934	-86.3181	23.1247
1.9226	64.1781	-85.9441	21.766
1.92265	65.1469	-85.5488	20.4019
1.9227	66.0997	-85.1325	19.0328
1.92275	67.0362	-84.6952	17.659
1.9228	67.9562	-84.2369	16.2808
1.92285	68.8593	-83.7579	14.8986
1.9229	69.7455	-83.2582	13.5127
1.92295	70.6145	-82.738	12.1235
1.923	71.466	-82.1974	10.7313
1.92305	72.3	-81.6365	9.3365
1.9231	73.116	-81.0554	7.93936
1.92315	73.9141	-80.4543	6.54025
1.9232	74.6939	-79.8334	5.13954
1.92325	75.4553	-79.1928	3.73755
1.9233	76.198	-78.5327	2.33465
1.92335	76.922	-77.8531	0.931165
1.9234	77.6269	-77.1544	-0.472547
1.92345	78.3128	-76.4366	-1.87614
1.9235	78.9793	-75.7	-3.27927
1.92355	79.6263	-74.9447	-4.6816
1.9236	80.2536	-74.1709	-6.08277
1.92365	80.8612	-73.3788	-7.48243
1.9237	81.4488	-72.5686	-8.88026
1.92375	82.0163	-71.7405	-10.2759
1.9238	82.5636	-70.8946	-11.669
1.92385	83.0905	-70.0313	-13.0592
1.9239	83.5969	-69.1507	-14.4462
1.92395	84.0827	-68.2531	-15.8296
1.924	84.5478	-67.3386	-17.2091
1.92405	84.9919	-66.4075	-18.5844
1.9241	85.4151	-65.46	-19.9551
1.92415	85.8173	-64.4964	-21.3209
1.9242	86.1982	-63.5168	-22.6814
1.92425	86.5579	-62.5216	-24.0363
1.9243	86.8962	-61.511	-25.3853
1.92435	87.2131	-60.4851	-26.728
1.9244	87.5085	-59.4444	-28.0641
1.92445	87.7823	-58.389	-29.3933
1.9245	88.0344	-57.3191	-30.7153
1.92455	88.2648	-56.2352	-32.0296
1.9246	88.4734	-55.1373	-33.3361
1.92465	88.6602	-54.0259	-34.6343
1.9247	88.8251	-52.9011	-35.924
1.92475	88.9681	-51.7633	-37.2049
1.9248	89.0892	-50.6127	-38.4765
1.92485	89.1882	-49.4496	-39.7387
1.9249	89.2653	-48.2743	-40.991
1.92495	89.3203	-47.0871	-42.2333
1.925	89.3533	-45.8883	-43.4651
1.92505	89.3643	-44.6781	-44.6862
1.9251	89.3532	-43.457	-45.8962
1.92515	89.3201	-42.2251	-47.095
1.9252	89.2649	-40.9828	-48.2821
1.92525	89.1877	-39.7304	-49.4573
1.9253	89.0885	-38.4681	-50.6203
1.92535	88.9673	-37.1964	-51.7708
1.9254	88.8241	-35.9155	-52.9086
1.92545	88.659	-34.6258	-54.0333
1.9255	88.4721	-33.3275	-55.1446
1.92555	88.2633	-32.021	-56.2424
1.9256	88.0328	-30.7066	-57.3263
1.92565	87.7805	-29.3846	-58.396
1.9257	87.5066	-28.0553	-59.4513
1.92575	87.2111	-26.7191	-60.492
1.9258	86.8941	-25.3764	-61.5177
1.92585	86.5556	-24.0274	-62.5282
1.9259	86.1958	-22.6724	-63.5234
1.92595	85.8147	-21.3119	-64.5028
1.926	85.4124	-19.9461	-65.4663
1.92605	84.9891	-18.5753	-66.4137
1.9261	84.5447	-17.2	-67.3447
1.92615	84.0796	-15.8205	-68.2591
1.9262	83.5937	-14.437	-69.1566
1.92625	83.0871	-13.05	-70.0371
1.9263	82.5601	-11.6598	-70.9003
1.92635	82.0127	-10.2667	-71.746
1.9264	81.445	-8.87102	-72.574
1.92645	80.8573	-7.47319	-73.3841
1.9265	80.2496	-6.07351	-74.176
1.92655	79.6221	-4.67233	-74.9497
1.9266	78.9749	-3.27	-75.7049
1.92665	78.3083	-1.86687	-76.4414
1.9267	77.6223	-0.46327	-77.1591
1.92675	76.9172	0.940442	-77.8577
1.9268	76.1932	2.34392	-78.5371
1.92685	75.4503	3.74682	-79.1971
1.9269	74.6888	5.1488	-79.8376
1.92695	73.9089	6.54951	-80.4584
1.927	73.1107	7.9486	-81.0593
1.92705	72.2945	9.34573	-81.6402
1.9271	71.4605	10.7405	-82.201
1.92715	70.6088	12.1327	-82.7415
1.9272	69.7397	13.5219	-83.2616
1.92725	68.8534	14.9077	-83.7612
1.9273	67.9501	16.2899	-84.24
1.92735	67.0301	17.6681	-84.6981
1.9274	66.0935	19.0418	-85.1353
1.92745	65.1406	20.4109	-85.5515
1.9275	64.1716	21.775	-85.9466
1.92755	63.1868	23.1337	-86.3205
1.9276	62.1864	24.4866	-86.6731
1.92765	61.1707	25.8336	-87.0043
1.9277	60.1399	27.1741	-87.314
1.92775	59.0942	28.508	-87.6022
1.9278	58.0339	29.8348	-87.8687
1.92785	56.9594	31.1542	-88.1136
1.9279	55.8707	32.466	-88.3368
1.92795	54.7683	33.7698	-88.5381
1.928	53.6524	35.0652	-88.7176
1.92805	52.5233	36.352	-88.8752
1.9281	51.3811	37.6298	-89.0109
1.92815	50.2263	38.8983	-89.1246
1.9282	49.0592	40.1572	-89.2164
1.92825	47.8799	41.4062	-89.2861
1.9283	46.6888	42.645	-89.3338
1.92835	45.4861	43.8733	-89.3594
1.9284	44.2723	45.0908	-89.363
1.92845	43.0475	46.2971	-89.3446
1.9285	41.8121	47.492	-89.3041
1.92855	40.5664	48.6752	-89.2416
1.9286	39.3107	49.8463	-89.157
1.92865	38.0453	51.0052	-89.0505
1.9287	36.7705	52.1515	-88.922
1.92875	35.4866	53.2849	-88.7715
1.9288	34.194	54.4052	-88.5992
1.92885	32.8929	55.5121	-88.4049
1.9289	31.5837	56.6052	-88.1889
1.92895	30.2667	57.6844	-87.9511
1.929	28.9423	58.7494	-87.6916
1.92905	27.6107	59.7998	-87.4105
1.9291	26.2723	60.8355	-87.1078
1.92915	24.9274	61.8562	-86.7836
1.9292	23.5764	62.8617	-86.438
1.92925	22.2195	63.8516	-86.0711
1.9293	20.8572	64.8258	-85.6829
1.92935	19.4897	65.7839	-85.2736
1.9294	18.1174	66.7259	-84.8433
1.92945	16.7406	67.6514	-84.392
1.9295	15.3598	68.5601	-83.9199
1.92955	13.9751	69.452	-83.4271
1.9296	12.5869	70.3268	-82.9137
1.92965	11.1957	71.1841	-82.3799
1.9297	9.80172	72.024	-81.8257
1.92975	8.40531	72.846	-81.2513
1.9298	7.00682	73.6501	-80.6569
1.92985	5.6066	74.436	-80.0426
1.9299	4.205	75.2035	-79.4085
1.92995	2.80236	75.9525	-78.7549
1.93	1.39904	76.6827	-78.0818
1.93005	-0.00463805	77.3941	-77.3894
1.9301	-1.40831	78.0863	-76.678
1.93015	-2.81164	78.7593	-75.9476
1.9302	-4.21427	79.4128	-75.1985
1.93025	-5.61586	80.0467	-74.4309
1.9303	-7.01607	80.6609	-73.6448
1.93035	-8.41454	81.2552	-72.8406
1.9304	-9.81094	81.8294	-72.0185
1.93045	-11.2049	82.3834	-71.1785
1.9305	-12.5961	82.9172	-70.321
1.93055	-13.9842	83.4304	-69.4462
1.9306	-15.3689	83.9231	-68.5542
1.93065	-16.7498	84.3951	-67.6453
1.9307	-18.1265	84.8462	-66.7197
1.93075	-19.4987	85.2764	-65.7777
1.9308	-20.8662	85.6856	-64.8194
1.93085	-22.2285	86.0736	-63.8451
1.9309	-23.5853	86.4404	-62.8551
1.93095	-24.9363	86.7858	-61.8495
1.931	-26.2811	87.1099	-60.8287
1.93105	-27.6195	87.4124	-59.7929
1.9311	-28.951	87.6934	-58.7424
1.93115	-30.2754	87.9528	-57.6773
1.9312	-31.5924	88.1904	-56.598
1.93125	-32.9015	88.4063	-55.5048
1.9313	-34.2025	88.6004	-54.3979
1.93135	-35.4951	88.7726	-53.2775
1.9314	-36.7789	88.9229	-52.144
1.93145	-38.0537	89.0513	-50.9976
1.9315	-39.319	89.1577	-49.8386
1.93155	-40.5747	89.2421	-48.6674
1.9316	-41.8203	89.3044	-47.4841
1.93165	-43.0556	89.3448	-46.2892
1.9317	-44.2803	89.3631	-45.0828
1.93175	-45.4941	89.3593	-43.8652
1.9318	-46.6967	89.3336	-42.6369
1.93185	-47.8877	89.2857	-41.398
1.9319	-49.0669	89.2158	-40.1489
1.93195	-50.234	89.124	-38.8899
1.932	-51.3887	89.0101	-37.6214
1.93205	-52.5308	88.8743	-36.3435
1.9321	-53.6598	88.7165	-35.0567
1.93215	-54.7757	88.5369	-33.7612
1.9322	-55.878	88.3354	-32.4574
1.93225	-56.9665	88.1121	-31.1455
1.9323	-58.041	87.867	-29.826
1.93235	-59.1011	87.6003	-28.4992
1.9324	-60.1467	87.312	-27.1653
1.93245	-61.1775	87.0021	-25.8247
1.9325	-62.1931	86.6708	-24.4777
1.93255	-63.1934	86.3181	-23.1247
1.9326	-64.1781	85.9441	-21.766
1.93265	-65.1469	85.5488	-20.4019
1.9327	-66.0997	85.1325	-19.0328
1.93275	-67.0362	84.6952	-17.659
1.9328	-67.9562	84.2369	-16.2808
1.93285	-68.8593	83.7579	-14.8986
1.9329	-69.7455	83.2582	-13.5127
1.93295	-70.6145	82.738	-12.1235
1.933	-71.466	82.1974	-10.7313
