Time	I_src_A	I_src_B	I_src_C
2.26845	-1.29821e-07	-0.228782	0.445222
2.2685	4.78495e-08	-0.234647	0.445041
2.26855	-1.27289e-07	-0.240454	0.444751
2.2686	5.04006e-08	-0.246201	0.44435
2.26865	-1.24718e-07	-0.251888	0.44384
2.2687	5.29891e-08	-0.257512	0.443221
2.26875	-1.22112e-07	-0.263073	0.442492
2.2688	5.56124e-08	-0.268569	0.441654
2.26885	-1.19472e-07	-0.273999	0.440707
2.2689	5.82678e-08	-0.279361	0.439651
2.26895	-1.16802e-07	-0.284655	0.438487
2.269	6.09527e-08	-0.289878	0.437214
2.26905	-1.14103e-07	-0.295029	0.435834
2.2691	6.36646e-08	-0.300108	0.434346
2.26915	-1.11378e-07	-0.305113	0.432751
2.2692	6.64006e-08	-0.310042	0.431049
2.26925	-1.08631e-07	-0.314895	0.429241
2.2693	6.91582e-08	-0.31967	0.427327
2.26935	-1.05863e-07	-0.324367	0.425308
2.2694	7.19345e-08	-0.328983	0.423183
2.26945	-1.03079e-07	-0.333518	0.420955
2.2695	7.4727e-08	-0.337971	0.418622
2.26955	-1.00279e-07	-0.342341	0.416186
2.2696	7.75327e-08	-0.346626	0.413647
2.26965	-9.74675e-08	-0.350825	0.411006
2.2697	8.0349e-08	-0.354938	0.408264
2.26975	-9.46469e-08	-0.358963	0.405421
2.2698	8.3173e-08	-0.3629	0.402479
2.26985	-9.18198e-08	-0.366747	0.399436
2.2699	8.60019e-08	-0.370504	0.396296
2.26995	-8.89893e-08	-0.374169	0.393057
2.27	8.88331e-08	-0.377742	0.389721
2.27005	-8.61579e-08	-0.381222	0.38629
2.2701	9.16636e-08	-0.384608	0.382763
2.27015	-8.33286e-08	-0.387899	0.379141
2.2702	9.44907e-08	-0.391094	0.375426
2.27025	-8.05041e-08	-0.394193	0.371619
2.2703	9.73116e-08	-0.397194	0.367719
2.27035	-7.76871e-08	-0.400097	0.363729
2.2704	1.00124e-07	-0.402902	0.35965
2.27045	-7.48806e-08	-0.405607	0.355481
2.2705	1.02924e-07	-0.408212	0.351225
2.27055	-7.20872e-08	-0.410717	0.346882
2.2706	1.05709e-07	-0.41312	0.342454
2.27065	-6.93097e-08	-0.415421	0.337941
2.2707	1.08478e-07	-0.41762	0.333344
2.27075	-6.65509e-08	-0.419715	0.328666
2.2708	1.11226e-07	-0.421708	0.323906
2.27085	-6.38134e-08	-0.423596	0.319066
2.2709	1.13952e-07	-0.425379	0.314148
2.27095	-6.11e-08	-0.427058	0.309152
2.271	1.16652e-07	-0.428631	0.30408
2.27105	-5.84133e-08	-0.430098	0.298933
2.2711	1.19324e-07	-0.43146	0.293712
2.27115	-5.5756e-08	-0.432714	0.288419
2.2712	1.21965e-07	-0.433863	0.283054
2.27125	-5.31308e-08	-0.434904	0.27762
2.2713	1.24573e-07	-0.435837	0.272117
2.27135	-5.05402e-08	-0.436663	0.266547
2.2714	1.27146e-07	-0.437382	0.260911
2.27145	-4.79867e-08	-0.437992	0.255211
2.2715	1.29679e-07	-0.438495	0.249448
2.27155	-4.54729e-08	-0.438889	0.243623
2.2716	1.32172e-07	-0.439175	0.237738
2.27165	-4.30013e-08	-0.439353	0.231795
2.2717	1.34622e-07	-0.439422	0.225794
2.27175	-4.05743e-08	-0.439383	0.219738
2.2718	1.37025e-07	-0.439235	0.213627
2.27185	-3.81943e-08	-0.438979	0.207464
2.2719	1.39381e-07	-0.438615	0.201249
2.27195	-3.58636e-08	-0.438143	0.194985
2.272	1.41686e-07	-0.437562	0.188673
2.27205	-3.35846e-08	-0.436873	0.182314
2.2721	1.43938e-07	-0.436077	0.17591
2.27215	-3.13595e-08	-0.435173	0.169463
2.2722	1.46135e-07	-0.434162	0.162974
2.27225	-2.91905e-08	-0.433043	0.156445
2.2723	1.48275e-07	-0.431818	0.149877
2.27235	-2.70798e-08	-0.430486	0.143273
2.2724	1.50356e-07	-0.429048	0.136632
2.27245	-2.50293e-08	-0.427504	0.129959
2.2725	1.52375e-07	-0.425855	0.123253
2.27255	-2.30412e-08	-0.4241	0.116516
2.2726	1.54331e-07	-0.422241	0.109751
2.27265	-2.11174e-08	-0.420278	0.102959
2.2727	1.56222e-07	-0.418211	0.0961416
2.27275	-1.92598e-08	-0.416041	0.0893003
2.2728	1.58045e-07	-0.413768	0.082437
2.27285	-1.74703e-08	-0.411393	0.0755534
2.2729	1.598e-07	-0.408916	0.0686511
2.27295	-1.57505e-08	-0.406339	0.0617319
2.273	1.61484e-07	-0.403661	0.0547974
2.27305	-1.41023e-08	-0.400884	0.0478494
2.2731	1.63096e-07	-0.398008	0.0408897
2.27315	-1.25271e-08	-0.395034	0.0339198
2.2732	1.64634e-07	-0.391962	0.0269416
2.27325	-1.10267e-08	-0.388794	0.0199567
2.2733	1.66096e-07	-0.385529	0.0129669
2.27335	-9.60241e-09	-0.38217	0.00597385
2.2734	1.67482e-07	-0.378716	-0.00102063
2.27345	-8.25569e-09	-0.375169	-0.00801486
2.2735	1.68789e-07	-0.371529	-0.0150071
2.27355	-6.98787e-09	-0.367797	-0.0219957
2.2736	1.70017e-07	-0.363975	-0.0289788
2.27365	-5.80019e-09	-0.360063	-0.0359548
2.2737	1.71164e-07	-0.356062	-0.0429219
2.27375	-4.69383e-09	-0.351973	-0.0498784
2.2738	1.72229e-07	-0.347798	-0.0568226
2.27385	-3.66989e-09	-0.343536	-0.0637528
2.2739	1.73211e-07	-0.33919	-0.0706672
2.27395	-2.72936e-09	-0.33476	-0.0775642
2.274	1.74109e-07	-0.330248	-0.0844421
2.27405	-1.87318e-09	-0.325654	-0.0912992
2.2741	1.74923e-07	-0.320979	-0.0981337
2.27415	-1.1022e-09	-0.316226	-0.104944
2.2742	1.75651e-07	-0.311394	-0.111728
2.27425	-4.17169e-10	-0.306486	-0.118485
2.2743	1.76292e-07	-0.301502	-0.125213
2.27435	1.81229e-10	-0.296444	-0.13191
2.2744	1.76847e-07	-0.291312	-0.138574
2.27445	6.92406e-10	-0.286109	-0.145204
2.2745	1.77314e-07	-0.280835	-0.151798
2.27455	1.11586e-09	-0.275492	-0.158355
2.2746	1.77693e-07	-0.27008	-0.164872
2.27465	1.45116e-09	-0.264603	-0.171349
2.2747	1.77984e-07	-0.259059	-0.177784
2.27475	1.698e-09	-0.253452	-0.184175
2.2748	1.78187e-07	-0.247783	-0.19052
2.27485	1.85611e-09	-0.242052	-0.196818
2.2749	1.783e-07	-0.236261	-0.203068
2.27495	1.92536e-09	-0.230413	-0.209268
2.275	1.78325e-07	-0.224507	-0.215416
2.27505	1.90566e-09	-0.218546	-0.221511
2.2751	1.7826e-07	-0.212531	-0.227551
2.27515	1.79703e-09	-0.206464	-0.233535
2.2752	1.78107e-07	-0.200345	-0.239462
2.27525	1.59959e-09	-0.194178	-0.245329
2.2753	1.77865e-07	-0.187962	-0.251136
2.27535	1.31354e-09	-0.1817	-0.256881
2.2754	1.77535e-07	-0.175393	-0.262562
2.27545	9.3914e-10	-0.169043	-0.268179
2.2755	1.77116e-07	-0.162651	-0.27373
2.27555	4.76776e-10	-0.156219	-0.279213
2.2756	1.7661e-07	-0.149749	-0.284627
2.27565	-7.31e-11	-0.143241	-0.289971
2.2757	1.76016e-07	-0.136698	-0.295243
2.27575	-7.09945e-10	-0.130122	-0.300443
2.2758	1.75336e-07	-0.123513	-0.305568
2.27585	-1.43313e-09	-0.116874	-0.310618
2.2759	1.7457e-07	-0.110206	-0.315591
2.27595	-2.24194e-09	-0.103511	-0.320487
2.276	1.73718e-07	-0.0967901	-0.325303
2.27605	-3.13559e-09	-0.0900455	-0.330039
2.2761	1.72782e-07	-0.0832787	-0.334694
2.27615	-4.11317e-09	-0.0764914	-0.339266
2.2762	1.71763e-07	-0.0696852	-0.343755
2.27625	-5.17374e-09	-0.0628618	-0.348158
2.2763	1.70661e-07	-0.0560228	-0.352476
2.27635	-6.31625e-09	-0.0491701	-0.356707
2.2764	1.69478e-07	-0.0423052	-0.360849
2.27645	-7.53956e-09	-0.0354299	-0.364903
2.2765	1.68215e-07	-0.0285458	-0.368867
2.27655	-8.84247e-09	-0.0216547	-0.372739
2.2766	1.66872e-07	-0.0147583	-0.37652
2.27665	-1.02237e-08	-0.00785822	-0.380208
2.2767	1.65452e-07	-0.000956193	-0.383802
2.27675	-1.16819e-08	0.00594607	-0.387301
2.2768	1.63956e-07	0.0128469	-0.390705
2.27685	-1.32156e-08	0.0197445	-0.394012
2.2769	1.62385e-07	0.0266372	-0.397222
2.27695	-1.48233e-08	0.0335234	-0.400334
2.277	1.6074e-07	0.0404013	-0.403348
2.27705	-1.65033e-08	0.0472693	-0.406261
2.2771	1.59025e-07	0.0541255	-0.409075
2.27715	-1.82542e-08	0.0609685	-0.411788
2.2772	1.57239e-07	0.0677963	-0.414399
2.27725	-2.00741e-08	0.0746075	-0.416907
2.2773	1.55385e-07	0.0814002	-0.419313
2.27735	-2.19612e-08	0.0881729	-0.421616
2.2774	1.53465e-07	0.0949238	-0.423814
2.27745	-2.39137e-08	0.101651	-0.425908
2.2775	1.5148e-07	0.108354	-0.427897
2.27755	-2.59296e-08	0.115029	-0.42978
2.2776	1.49433e-07	0.121677	-0.431557
2.27765	-2.80069e-08	0.128294	-0.433228
2.2777	1.47326e-07	0.13488	-0.434791
2.27775	-3.01437e-08	0.141432	-0.436248
2.2778	1.4516e-07	0.147949	-0.437597
2.27785	-3.23378e-08	0.15443	-0.438838
2.2779	1.42938e-07	0.160873	-0.43997
2.27795	-3.45869e-08	0.167276	-0.440994
2.278	1.40662e-07	0.173638	-0.44191
2.27805	-3.6889e-08	0.179957	-0.442716
2.2781	1.38334e-07	0.186232	-0.443413
2.27815	-3.92417e-08	0.19246	-0.444
2.2782	1.35956e-07	0.198641	-0.444478
2.27825	-4.16428e-08	0.204774	-0.444847
2.2783	1.33532e-07	0.210855	-0.445105
2.27835	-4.40898e-08	0.216885	-0.445254
2.2784	1.31063e-07	0.222861	-0.445293
2.27845	-4.65803e-08	0.228782	-0.445222
2.2785	1.28551e-07	0.234647	-0.445041
2.27855	-4.91118e-08	0.240454	-0.444751
2.2786	1.26e-07	0.246201	-0.44435
2.27865	-5.1682e-08	0.251888	-0.44384
2.2787	1.23411e-07	0.257512	-0.443221
2.27875	-5.42882e-08	0.263073	-0.442492
2.2788	1.20788e-07	0.268569	-0.441654
2.27885	-5.69278e-08	0.273999	-0.440707
2.2789	1.18132e-07	0.279361	-0.439651
2.27895	-5.95983e-08	0.284655	-0.438487
2.279	1.15447e-07	0.289878	-0.437214
2.27905	-6.2297e-08	0.295029	-0.435834
2.2791	1.12735e-07	0.300108	-0.434346
2.27915	-6.50213e-08	0.305113	-0.432751
2.2792	1.09999e-07	0.310042	-0.431049
2.27925	-6.77685e-08	0.314895	-0.429241
2.2793	1.07241e-07	0.31967	-0.427327
2.27935	-7.05358e-08	0.324367	-0.425308
2.2794	1.04465e-07	0.328983	-0.423183
2.27945	-7.33205e-08	0.333518	-0.420955
2.2795	1.01672e-07	0.337971	-0.418622
2.27955	-7.61199e-08	0.342341	-0.416186
2.2796	9.88662e-08	0.346626	-0.413647
2.27965	-7.89313e-08	0.350825	-0.411006
2.2797	9.60497e-08	0.354938	-0.408264
2.27975	-8.17518e-08	0.358963	-0.405421
2.2798	9.32256e-08	0.3629	-0.402479
2.27985	-8.45786e-08	0.366747	-0.399436
2.2799	9.03964e-08	0.370504	-0.396296
2.27995	-8.7409e-08	0.374169	-0.393057
2.28	8.75651e-08	0.377742	-0.389721
2.28005	-9.02402e-08	0.381222	-0.38629
2.2801	8.47344e-08	0.384608	-0.382763
2.28015	-9.30693e-08	0.387899	-0.379141
2.2802	8.19071e-08	0.391094	-0.375426
2.28025	-9.58937e-08	0.394193	-0.371619
2.2803	7.90861e-08	0.397194	-0.367719
2.28035	-9.87105e-08	0.400097	-0.363729
2.2804	7.6274e-08	0.402902	-0.35965
2.28045	-1.01517e-07	0.405607	-0.355481
2.2805	7.34737e-08	0.408212	-0.351225
2.28055	-1.0431e-07	0.410717	-0.346882
2.2806	7.06879e-08	0.41312	-0.342454
2.28065	-1.07087e-07	0.415421	-0.337941
2.2807	6.79194e-08	0.41762	-0.333344
2.28075	-1.09846e-07	0.419715	-0.328666
2.2808	6.51709e-08	0.421708	-0.323906
2.28085	-1.12583e-07	0.423596	-0.319066
2.2809	6.24451e-08	0.425379	-0.314148
2.28095	-1.15297e-07	0.427058	-0.309152
2.281	5.97447e-08	0.428631	-0.30408
2.28105	-1.17983e-07	0.430098	-0.298933
2.2811	5.70724e-08	0.43146	-0.293712
2.28115	-1.2064e-07	0.432714	-0.288419
2.2812	5.44308e-08	0.433863	-0.283054
2.28125	-1.23265e-07	0.434904	-0.27762
2.2813	5.18226e-08	0.435837	-0.272117
2.28135	-1.25856e-07	0.436663	-0.266547
2.2814	4.92502e-08	0.437382	-0.260911
2.28145	-1.28409e-07	0.437992	-0.255211
2.2815	4.67163e-08	0.438495	-0.249448
2.28155	-1.30923e-07	0.438889	-0.243623
2.2816	4.42233e-08	0.439175	-0.237738
2.28165	-1.33394e-07	0.439353	-0.231795
2.2817	4.17737e-08	0.439422	-0.225794
2.28175	-1.35821e-07	0.439383	-0.219738
2.2818	3.93699e-08	0.439235	-0.213627
2.28185	-1.38201e-07	0.438979	-0.207464
2.2819	3.70142e-08	0.438615	-0.201249
2.28195	-1.40531e-07	0.438143	-0.194985
2.282	3.47091e-08	0.437562	-0.188673
2.28205	-1.4281e-07	0.436873	-0.182314
2.2821	3.24568e-08	0.436077	-0.17591
2.28215	-1.45035e-07	0.435173	-0.169463
2.2822	3.02595e-08	0.434162	-0.162974
2.28225	-1.47204e-07	0.433043	-0.156445
2.2823	2.81193e-08	0.431818	-0.149877
2.28235	-1.49314e-07	0.430486	-0.143273
2.2824	2.60385e-08	0.429048	-0.136632
2.28245	-1.51365e-07	0.427504	-0.129959
2.2825	2.4019e-08	0.425855	-0.123253
2.28255	-1.53353e-07	0.4241	-0.116516
2.2826	2.20628e-08	0.422241	-0.109751
2.28265	-1.55276e-07	0.420278	-0.102959
2.2827	2.01718e-08	0.418211	-0.0961416
2.28275	-1.57134e-07	0.416041	-0.0893003
2.2828	1.8348e-08	0.413768	-0.082437
2.28285	-1.58923e-07	0.411393	-0.0755534
2.2829	1.65932e-08	0.408916	-0.0686511
2.28295	-1.60643e-07	0.406339	-0.0617319
2.283	1.4909e-08	0.403661	-0.0547974
2.28305	-1.62291e-07	0.400884	-0.0478494
2.2831	1.32971e-08	0.398008	-0.0408897
2.28315	-1.63866e-07	0.395034	-0.0339198
2.2832	1.17591e-08	0.391962	-0.0269416
2.28325	-1.65366e-07	0.388794	-0.0199567
2.2833	1.02965e-08	0.385529	-0.0129669
2.28335	-1.6679e-07	0.38217	-0.00597385
2.2834	8.91087e-09	0.378716	0.00102063
2.28345	-1.68137e-07	0.375169	0.00801486
2.2835	7.60343e-09	0.371529	0.0150071
2.28355	-1.69404e-07	0.367797	0.0219957
2.2836	6.37553e-09	0.363975	0.0289788
2.28365	-1.70592e-07	0.360063	0.0359548
2.2837	5.22837e-09	0.356062	0.0429219
2.28375	-1.71698e-07	0.351973	0.0498784
2.2838	4.16309e-09	0.347798	0.0568226
2.28385	-1.72722e-07	0.343536	0.0637528
2.2839	3.18073e-09	0.33919	0.0706672
2.28395	-1.73662e-07	0.33476	0.0775642
2.284	2.28227e-09	0.330248	0.0844421
2.28405	-1.74518e-07	0.325654	0.0912992
2.2841	1.46859e-09	0.320979	0.0981337
2.28415	-1.75289e-07	0.316226	0.104944
2.2842	7.4049e-10	0.311394	0.111728
2.28425	-1.75974e-07	0.306486	0.118485
2.2843	9.86972e-11	0.301502	0.125213
2.28435	-1.76572e-07	0.296444	0.13191
2.2844	-4.56159e-10	0.291312	0.138574
2.28445	-1.77083e-07	0.286109	0.145204
2.2845	-9.2353e-10	0.280835	0.151798
2.28455	-1.77506e-07	0.275492	0.158355
2.2846	-1.30296e-09	0.27008	0.164872
2.28465	-1.77842e-07	0.264603	0.171349
2.2847	-1.59406e-09	0.259059	0.177784
2.28475	-1.78088e-07	0.253452	0.184175
2.2848	-1.79656e-09	0.247783	0.19052
2.28485	-1.78246e-07	0.242052	0.196818
2.2849	-1.91025e-09	0.236261	0.203068
2.28495	-1.78315e-07	0.230413	0.209268
2.285	-1.93503e-09	0.224507	0.215416
2.28505	-1.78295e-07	0.218546	0.221511
2.2851	-1.87086e-09	0.212531	0.227551
2.28515	-1.78187e-07	0.206464	0.233535
2.2852	-1.71781e-09	0.200345	0.239462
2.28525	-1.77989e-07	0.194178	0.245329
2.2853	-1.47603e-09	0.187962	0.251136
2.28535	-1.77703e-07	0.1817	0.256881
2.2854	-1.14576e-09	0.175393	0.262562
2.28545	-1.77328e-07	0.169043	0.268179
2.2855	-7.27332e-10	0.162651	0.27373
2.28555	-1.76866e-07	0.156219	0.279213
2.2856	-2.2115e-10	0.149749	0.284627
2.28565	-1.76316e-07	0.143241	0.289971
2.2857	3.72284e-10	0.136698	0.295243
2.28575	-1.75679e-07	0.130122	0.300443
2.2858	1.05238e-09	0.123513	0.305568
2.28585	-1.74955e-07	0.116874	0.310618
2.2859	1.81848e-09	0.110206	0.315591
2.28595	-1.74146e-07	0.103511	0.320487
2.286	2.66981e-09	0.0967901	0.325303
2.28605	-1.73252e-07	0.0900455	0.330039
2.2861	3.60554e-09	0.0832787	0.334694
2.28615	-1.72275e-07	0.0764914	0.339266
2.2862	4.62474e-09	0.0696852	0.343755
2.28625	-1.71214e-07	0.0628618	0.348158
2.2863	5.72642e-09	0.0560228	0.352476
2.28635	-1.70071e-07	0.0491701	0.356707
2.2864	6.90947e-09	0.0423052	0.360849
2.28645	-1.68848e-07	0.0354299	0.364903
2.2865	8.17274e-09	0.0285458	0.368867
2.28655	-1.67545e-07	0.0216547	0.372739
2.2866	9.51497e-09	0.0147583	0.37652
2.28665	-1.66163e-07	0.00785822	0.380208
2.2867	1.09349e-08	0.000956193	0.383802
2.28675	-1.64705e-07	-0.00594607	0.387301
2.2868	1.2431e-08	-0.0128469	0.390705
2.28685	-1.63171e-07	-0.0197445	0.394012
2.2869	1.40018e-08	-0.0266372	0.397222
2.28695	-1.61563e-07	-0.0335234	0.400334
2.287	1.56459e-08	-0.0404013	0.403348
2.28705	-1.59883e-07	-0.0472693	0.406261
2.2871	1.73616e-08	-0.0541255	0.409075
2.28715	-1.58132e-07	-0.0609685	0.411788
2.2872	1.91472e-08	-0.0677963	0.414399
2.28725	-1.56312e-07	-0.0746075	0.416907
2.2873	2.10009e-08	-0.0814002	0.419313
2.28735	-1.54425e-07	-0.0881729	0.421616
2.2874	2.2921e-08	-0.0949238	0.423814
2.28745	-1.52472e-07	-0.101651	0.425908
2.2875	2.49054e-08	-0.108354	0.427897
2.28755	-1.50456e-07	-0.115029	0.42978
2.2876	2.69523e-08	-0.121677	0.431557
2.28765	-1.48378e-07	-0.128294	0.433228
2.2877	2.90596e-08	-0.13488	0.434791
2.28775	-1.46241e-07	-0.141432	0.436248
2.2878	3.12253e-08	-0.147949	0.437597
2.28785	-1.44047e-07	-0.15443	0.438838
2.2879	3.34472e-08	-0.160873	0.43997
2.28795	-1.41798e-07	-0.167276	0.440994
2.288	3.57231e-08	-0.173638	0.44191
2.28805	-1.39496e-07	-0.179957	0.442716
2.2881	3.80508e-08	-0.186232	0.443413
2.28815	-1.37143e-07	-0.19246	0.444
2.2882	4.0428e-08	-0.198641	0.444478
2.28825	-1.34742e-07	-0.204774	0.444847
2.2883	4.28523e-08	-0.210855	0.445105
2.28835	-1.32294e-07	-0.216885	0.445254
2.2884	4.53213e-08	-0.222861	0.445293
2.28845	-1.29804e-07	-0.228782	0.445222
2.2885	4.78327e-08	-0.234647	0.445041
2.28855	-1.27272e-07	-0.240454	0.444751
2.2886	5.03838e-08	-0.246201	0.44435
2.28865	-1.24702e-07	-0.251888	0.44384
2.2887	5.29723e-08	-0.257512	0.443221
2.28875	-1.22095e-07	-0.263073	0.442492
2.2888	5.55956e-08	-0.268569	0.441654
2.28885	-1.19456e-07	-0.273999	0.440707
2.2889	5.8251e-08	-0.279361	0.439651
2.28895	-1.16785e-07	-0.284655	0.438487
2.289	6.09359e-08	-0.289878	0.437214
2.28905	-1.14086e-07	-0.295029	0.435834
2.2891	6.36477e-08	-0.300108	0.434346
2.28915	-1.11361e-07	-0.305113	0.432751
2.2892	6.63838e-08	-0.310042	0.431049
2.28925	-1.08614e-07	-0.314895	0.429241
2.2893	6.91414e-08	-0.31967	0.427327
2.28935	-1.05847e-07	-0.324367	0.425308
2.2894	7.19177e-08	-0.328983	0.423183
2.28945	-1.03062e-07	-0.333518	0.420955
2.2895	7.47102e-08	-0.337971	0.418622
2.28955	-1.00262e-07	-0.342341	0.416186
2.2896	7.75159e-08	-0.346626	0.413647
2.28965	-9.74507e-08	-0.350825	0.411006
2.2897	8.03321e-08	-0.354938	0.408264
2.28975	-9.463e-08	-0.358963	0.405421
2.2898	8.31561e-08	-0.3629	0.402479
2.28985	-9.1803e-08	-0.366747	0.399436
2.2899	8.59851e-08	-0.370504	0.396296
2.28995	-8.89725e-08	-0.374169	0.393057
2.29	8.88163e-08	-0.377742	0.389721
2.29005	-8.61411e-08	-0.381222	0.38629
2.2901	9.16468e-08	-0.384608	0.382763
2.29015	-8.33118e-08	-0.387899	0.379141
2.2902	9.44739e-08	-0.391094	0.375426
2.29025	-8.04873e-08	-0.394193	0.371619
2.2903	9.72948e-08	-0.397194	0.367719
2.29035	-7.76703e-08	-0.400097	0.363729
2.2904	1.00107e-07	-0.402902	0.35965
2.29045	-7.48638e-08	-0.405607	0.355481
2.2905	1.02907e-07	-0.408212	0.351225
2.29055	-7.20704e-08	-0.410717	0.346882
2.2906	1.05692e-07	-0.41312	0.342454
2.29065	-6.92929e-08	-0.415421	0.337941
2.2907	1.08461e-07	-0.41762	0.333344
2.29075	-6.6534e-08	-0.419715	0.328666
2.2908	1.11209e-07	-0.421708	0.323906
2.29085	-6.37966e-08	-0.423596	0.319066
2.2909	1.13935e-07	-0.425379	0.314148
2.29095	-6.10832e-08	-0.427058	0.309152
2.291	1.16635e-07	-0.428631	0.30408
2.29105	-5.83965e-08	-0.430098	0.298933
2.2911	1.19307e-07	-0.43146	0.293712
2.29115	-5.57392e-08	-0.432714	0.288419
2.2912	1.21949e-07	-0.433863	0.283054
2.29125	-5.3114e-08	-0.434904	0.27762
2.2913	1.24557e-07	-0.435837	0.272117
2.29135	-5.05233e-08	-0.436663	0.266547
2.2914	1.27129e-07	-0.437382	0.260911
2.29145	-4.79699e-08	-0.437992	0.255211
2.2915	1.29663e-07	-0.438495	0.249448
2.29155	-4.54561e-08	-0.438889	0.243623
2.2916	1.32155e-07	-0.439175	0.237738
2.29165	-4.29845e-08	-0.439353	0.231795
2.2917	1.34605e-07	-0.439422	0.225794
2.29175	-4.05575e-08	-0.439383	0.219738
2.2918	1.37008e-07	-0.439235	0.213627
2.29185	-3.81775e-08	-0.438979	0.207464
2.2919	1.39364e-07	-0.438615	0.201249
2.29195	-3.58468e-08	-0.438143	0.194985
2.292	1.41669e-07	-0.437562	0.188673
2.29205	-3.35678e-08	-0.436873	0.182314
2.2921	1.43921e-07	-0.436077	0.17591
2.29215	-3.13427e-08	-0.435173	0.169463
2.2922	1.46118e-07	-0.434162	0.162974
2.29225	-2.91737e-08	-0.433043	0.156445
2.2923	1.48258e-07	-0.431818	0.149877
2.29235	-2.7063e-08	-0.430486	0.143273
2.2924	1.50339e-07	-0.429048	0.136632
2.29245	-2.50125e-08	-0.427504	0.129959
2.2925	1.52358e-07	-0.425855	0.123253
2.29255	-2.30244e-08	-0.4241	0.116516
2.2926	1.54314e-07	-0.422241	0.109751
2.29265	-2.11006e-08	-0.420278	0.102959
2.2927	1.56205e-07	-0.418211	0.0961416
2.29275	-1.9243e-08	-0.416041	0.0893003
2.2928	1.58029e-07	-0.413768	0.082437
2.29285	-1.74535e-08	-0.411393	0.0755534
2.2929	1.59783e-07	-0.408916	0.0686511
2.29295	-1.57337e-08	-0.406339	0.0617319
2.293	1.61467e-07	-0.403661	0.0547974
2.29305	-1.40855e-08	-0.400884	0.0478494
2.2931	1.63079e-07	-0.398008	0.0408897
2.29315	-1.25103e-08	-0.395034	0.0339198
2.2932	1.64617e-07	-0.391962	0.0269416
2.29325	-1.10099e-08	-0.388794	0.0199567
2.2933	1.66079e-07	-0.385529	0.0129669
2.29335	-9.5856e-09	-0.38217	0.00597385
2.2934	1.67465e-07	-0.378716	-0.00102063
2.29345	-8.23888e-09	-0.375169	-0.00801486
2.2935	1.68772e-07	-0.371529	-0.0150071
2.29355	-6.97106e-09	-0.367797	-0.0219957
2.2936	1.7e-07	-0.363975	-0.0289788
2.29365	-5.78338e-09	-0.360063	-0.0359548
2.2937	1.71147e-07	-0.356062	-0.0429219
2.29375	-4.67702e-09	-0.351973	-0.0498784
2.2938	1.72212e-07	-0.347798	-0.0568226
2.29385	-3.65308e-09	-0.343536	-0.0637528
2.2939	1.73194e-07	-0.33919	-0.0706672
2.29395	-2.71255e-09	-0.33476	-0.0775642
2.294	1.74092e-07	-0.330248	-0.0844421
2.29405	-1.85637e-09	-0.325654	-0.0912992
2.2941	1.74906e-07	-0.320979	-0.0981337
2.29415	-1.08539e-09	-0.316226	-0.104944
2.2942	1.75634e-07	-0.311394	-0.111728
2.29425	-4.0036e-10	-0.306486	-0.118485
2.2943	1.76275e-07	-0.301502	-0.125213
2.29435	1.98038e-10	-0.296444	-0.13191
2.2944	1.7683e-07	-0.291312	-0.138574
2.29445	7.09215e-10	-0.286109	-0.145204
2.2945	1.77297e-07	-0.280835	-0.151798
2.29455	1.13267e-09	-0.275492	-0.158355
2.2946	1.77677e-07	-0.27008	-0.164872
2.29465	1.46797e-09	-0.264603	-0.171349
2.2947	1.77968e-07	-0.259059	-0.177784
2.29475	1.71481e-09	-0.253452	-0.184175
2.2948	1.7817e-07	-0.247783	-0.19052
2.29485	1.87292e-09	-0.242052	-0.196818
2.2949	1.78283e-07	-0.236261	-0.203068
2.29495	1.94216e-09	-0.230413	-0.209268
2.295	1.78308e-07	-0.224507	-0.215416
2.29505	1.92246e-09	-0.218546	-0.221511
2.2951	1.78244e-07	-0.212531	-0.227551
2.29515	1.81384e-09	-0.206464	-0.233535
2.2952	1.7809e-07	-0.200345	-0.239462
2.29525	1.6164e-09	-0.194178	-0.245329
2.2953	1.77849e-07	-0.187962	-0.251136
2.29535	1.33034e-09	-0.1817	-0.256881
2.2954	1.77518e-07	-0.175393	-0.262562
2.29545	9.55949e-10	-0.169043	-0.268179
2.2955	1.77099e-07	-0.162651	-0.27373
2.29555	4.93585e-10	-0.156219	-0.279213
2.2956	1.76593e-07	-0.149749	-0.284627
2.29565	-5.62916e-11	-0.143241	-0.289971
2.2957	1.76e-07	-0.136698	-0.295243
2.29575	-6.93137e-10	-0.130122	-0.300443
2.2958	1.75319e-07	-0.123513	-0.305568
2.29585	-1.41632e-09	-0.116874	-0.310618
2.2959	1.74553e-07	-0.110206	-0.315591
2.29595	-2.22514e-09	-0.103511	-0.320487
2.296	1.73701e-07	-0.0967901	-0.325303
2.29605	-3.11878e-09	-0.0900455	-0.330039
2.2961	1.72766e-07	-0.0832787	-0.334694
2.29615	-4.09636e-09	-0.0764914	-0.339266
2.2962	1.71746e-07	-0.0696852	-0.343755
2.29625	-5.15693e-09	-0.0628618	-0.348158
2.2963	1.70644e-07	-0.0560228	-0.352476
2.29635	-6.29944e-09	-0.0491701	-0.356707
2.2964	1.69461e-07	-0.0423052	-0.360849
2.29645	-7.52275e-09	-0.0354299	-0.364903
2.2965	1.68198e-07	-0.0285458	-0.368867
2.29655	-8.82566e-09	-0.0216547	-0.372739
